,census_tract,white,black,hispanic,total,median_income,majority_race
1060,"Census Tract 103.01, Fulton County, Georgia",1068,13947,204,15550,63110,black
1061,"Census Tract 103.03, Fulton County, Georgia",59,9921,84,10181,70352,black
1062,"Census Tract 103.04, Fulton County, Georgia",588,13130,389,14359,86192,black
1063,"Census Tract 104, Fulton County, Georgia",3791,3264,1223,8462,51517,NA
1064,"Census Tract 105.07, Fulton County, Georgia",71,7633,83,8171,29175,black
1065,"Census Tract 105.08, Fulton County, Georgia",112,4000,210,4322,49413,black
1066,"Census Tract 105.10, Fulton County, Georgia",983,13018,1590,15830,37446,black
1067,"Census Tract 105.11, Fulton County, Georgia",445,7595,109,8286,45733,black
1068,"Census Tract 105.12, Fulton County, Georgia",287,6034,44,6580,29544,black
1069,"Census Tract 105.13, Fulton County, Georgia",1389,10375,1401,13222,46206,black
1070,"Census Tract 105.14, Fulton County, Georgia",1463,9415,839,12301,58809,black
1071,"Census Tract 105.15, Fulton County, Georgia",646,3981,81,4717,45590,black
1072,"Census Tract 105.16, Fulton County, Georgia",126,8450,338,8921,50884,black
1073,"Census Tract 106.01, Fulton County, Georgia",819,2050,213,3127,31471,black
1074,"Census Tract 106.03, Fulton County, Georgia",21,3752,23,3916,26830,black
1075,"Census Tract 106.04, Fulton County, Georgia",30,2023,438,2550,26031,black
1076,"Census Tract 108, Fulton County, Georgia",1959,2461,1933,6611,37118,NA
1077,"Census Tract 110, Fulton County, Georgia",166,2247,770,3183,24129,black
1078,"Census Tract 111, Fulton County, Georgia",911,937,152,2189,48447,NA
1079,"Census Tract 112.01, Fulton County, Georgia",411,2996,320,3820,36522,black
1080,"Census Tract 112.02, Fulton County, Georgia",1082,3345,866,5330,39922,black
1081,"Census Tract 113.01, Fulton County, Georgia",571,3440,564,4676,41484,black
1082,"Census Tract 113.03, Fulton County, Georgia",366,7118,1423,9014,44311,black
1083,"Census Tract 113.05, Fulton County, Georgia",106,4245,71,4422,25286,black
1084,"Census Tract 113.06, Fulton County, Georgia",82,2159,109,2428,28802,black
1085,"Census Tract 114.05, Fulton County, Georgia",3942,1330,2151,7863,53508,white
1086,"Census Tract 114.10, Fulton County, Georgia",4972,607,544,7187,107966,white
1087,"Census Tract 114.11, Fulton County, Georgia",5958,473,1175,7920,80114,white
1088,"Census Tract 114.12, Fulton County, Georgia",6223,993,973,9015,71218,white
1089,"Census Tract 114.14, Fulton County, Georgia",4667,1559,636,7458,64122,white
1090,"Census Tract 114.16, Fulton County, Georgia",4476,137,131,5311,101266,white
1091,"Census Tract 114.17, Fulton County, Georgia",4047,35,321,4634,82159,white
1092,"Census Tract 114.18, Fulton County, Georgia",5680,287,0,6146,111478,white
1093,"Census Tract 114.19, Fulton County, Georgia",4298,480,92,5400,81651,white
1094,"Census Tract 114.20, Fulton County, Georgia",1015,1633,4530,7424,34606,hispanic
1095,"Census Tract 114.21, Fulton County, Georgia",1190,1180,1268,3919,46958,NA
1096,"Census Tract 114.22, Fulton County, Georgia",2941,1026,261,4432,64750,white
1097,"Census Tract 114.23, Fulton County, Georgia",3973,177,103,4924,106863,white
1098,"Census Tract 114.24, Fulton County, Georgia",4028,659,167,5601,102543,white
1099,"Census Tract 114.25, Fulton County, Georgia",5348,351,134,7354,176615,white
1100,"Census Tract 114.26, Fulton County, Georgia",1657,281,494,2639,95795,white
1101,"Census Tract 114.27, Fulton County, Georgia",5655,493,435,7551,100905,white
1102,"Census Tract 115.03, Fulton County, Georgia",7915,321,508,9326,126477,white
1103,"Census Tract 115.04, Fulton County, Georgia",10879,820,545,12908,155031,white
1104,"Census Tract 115.05, Fulton County, Georgia",3706,467,138,4582,163712,white
1105,"Census Tract 115.06, Fulton County, Georgia",5242,581,150,6390,153125,white
1106,"Census Tract 116.10, Fulton County, Georgia",4007,676,220,5637,94773,white
1107,"Census Tract 116.11, Fulton County, Georgia",3370,1099,1531,7103,54485,NA
1108,"Census Tract 116.12, Fulton County, Georgia",2576,154,21,3392,116471,white
1109,"Census Tract 116.13, Fulton County, Georgia",3504,866,786,6429,98877,white
1110,"Census Tract 116.14, Fulton County, Georgia",7500,2330,1707,14229,75207,white
1111,"Census Tract 116.15, Fulton County, Georgia",7795,600,587,9984,138822,white
1112,"Census Tract 116.16, Fulton County, Georgia",2158,1132,688,5004,58500,NA
1113,"Census Tract 116.17, Fulton County, Georgia",5402,562,187,7357,94405,white
1114,"Census Tract 116.18, Fulton County, Georgia",2959,246,106,4257,104735,white
1115,"Census Tract 116.19, Fulton County, Georgia",3003,817,985,8071,80602,NA
1116,"Census Tract 116.20, Fulton County, Georgia",6415,561,959,9941,93922,white
1117,"Census Tract 116.21, Fulton County, Georgia",4359,295,529,6766,128024,white
1118,"Census Tract 116.22, Fulton County, Georgia",4303,632,399,9940,138969,NA
1119,"Census Tract 116.23, Fulton County, Georgia",6533,1244,371,12262,92640,white
1120,"Census Tract 116.24, Fulton County, Georgia",3218,322,26,4429,170074,white
1121,"Census Tract 116.25, Fulton County, Georgia",4232,1033,240,7650,118392,white
1122,"Census Tract 116.26, Fulton County, Georgia",3459,2356,717,9210,83967,NA
1123,"Census Tract 118, Fulton County, Georgia",450,2168,149,2989,9335,black
1124,"Census Tract 119, Fulton County, Georgia",967,1436,127,2741,24083,black
1125,"Census Tract 120, Fulton County, Georgia",78,2371,166,2741,12333,black
1126,"Census Tract 123, Fulton County, Georgia",819,1118,283,2381,44290,NA
1127,"Census Tract 9800, Fulton County, Georgia",0,0,0,0,-,NA
1128,"Census Tract 801, Gilmer County, Georgia",3783,0,139,3954,39250,white
1129,"Census Tract 802, Gilmer County, Georgia",4934,21,369,5699,45705,white
1130,"Census Tract 803, Gilmer County, Georgia",4949,44,1433,6566,32334,white
1131,"Census Tract 804, Gilmer County, Georgia",7366,22,896,8398,41277,white
1132,"Census Tract 805, Gilmer County, Georgia",3657,42,99,3824,39775,white
1133,"Census Tract 101, Glascock County, Georgia",2718,238,44,3086,40089,white
1134,"Census Tract 1.01, Glynn County, Georgia",1103,14,0,1134,79792,white
1135,"Census Tract 1.02, Glynn County, Georgia",3054,172,118,3545,54531,white
1136,"Census Tract 2, Glynn County, Georgia",4520,36,72,4761,66316,white
1137,"Census Tract 3, Glynn County, Georgia",5286,141,239,5927,80341,white
1138,"Census Tract 4.01, Glynn County, Georgia",5729,1304,383,7728,50068,white
1139,"Census Tract 4.03, Glynn County, Georgia",2639,357,27,3119,54861,white
1140,"Census Tract 4.04, Glynn County, Georgia",8715,1750,1037,11924,57154,white
1141,"Census Tract 5.01, Glynn County, Georgia",1602,2202,127,4050,29697,black
1142,"Census Tract 5.03, Glynn County, Georgia",2078,1357,422,4285,28204,NA
1143,"Census Tract 5.04, Glynn County, Georgia",923,2428,264,3682,28221,black
1144,"Census Tract 6, Glynn County, Georgia",4518,1117,225,5915,34111,white
1145,"Census Tract 7, Glynn County, Georgia",2448,4462,200,7350,25510,black
1146,"Census Tract 8, Glynn County, Georgia",491,2931,439,3951,18532,black
1147,"Census Tract 9, Glynn County, Georgia",1372,1877,1076,4429,43241,NA
1148,"Census Tract 10, Glynn County, Georgia",7627,636,576,9137,65140,white
1149,"Census Tract 9900, Glynn County, Georgia",0,0,0,0,-,NA
1150,"Census Tract 9701, Gordon County, Georgia",5800,1,542,6359,46004,white
1151,"Census Tract 9702, Gordon County, Georgia",6722,439,92,7401,50625,white
1152,"Census Tract 9703, Gordon County, Georgia",6121,711,1870,8763,39263,white
1153,"Census Tract 9704, Gordon County, Georgia",3773,231,802,4942,50226,white
1154,"Census Tract 9705, Gordon County, Georgia",2655,306,1716,4865,35970,white
1155,"Census Tract 9706, Gordon County, Georgia",3141,535,2276,6248,33317,white
1156,"Census Tract 9707, Gordon County, Georgia",3774,21,99,3997,39621,white
1157,"Census Tract 9708, Gordon County, Georgia",5112,76,428,5822,50699,white
1158,"Census Tract 9709, Gordon County, Georgia",6848,107,310,7269,36834,white
1159,"Census Tract 9501, Grady County, Georgia",1823,87,133,2107,33355,white
1160,"Census Tract 9502, Grady County, Georgia",2187,592,3,2818,34063,white
1161,"Census Tract 9503, Grady County, Georgia",1693,2599,266,4650,23283,black
1162,"Census Tract 9504, Grady County, Georgia",4290,1137,1214,6737,31176,white
1163,"Census Tract 9505, Grady County, Georgia",3450,2287,870,6784,33783,white
1164,"Census Tract 9506, Grady County, Georgia",1494,405,170,2143,39583,white
1165,"Census Tract 9501, Greene County, Georgia",1506,770,4,2333,42391,white
1166,"Census Tract 9502, Greene County, Georgia",983,1079,65,2184,27321,NA
1167,"Census Tract 9503.01, Greene County, Georgia",2144,8,58,2215,129821,white
1168,"Census Tract 9503.02, Greene County, Georgia",1829,531,4,2466,61898,white
1169,"Census Tract 9503.03, Greene County, Georgia",1112,2406,845,4431,25632,black
1170,"Census Tract 9504, Greene County, Georgia",560,755,0,1315,28199,black
1171,"Census Tract 9505, Greene County, Georgia",857,369,19,1246,44844,white
1172,"Census Tract 501.03, Gwinnett County, Georgia",6145,922,2777,10384,60398,white
1173,"Census Tract 501.05, Gwinnett County, Georgia",1620,669,1776,4118,36708,NA
1174,"Census Tract 501.06, Gwinnett County, Georgia",5620,1005,3852,11202,61456,white
1175,"Census Tract 501.07, Gwinnett County, Georgia",4643,643,728,6598,77849,white
1176,"Census Tract 501.08, Gwinnett County, Georgia",6653,752,995,9623,96325,white
1177,"Census Tract 501.09, Gwinnett County, Georgia",3951,1223,1158,7185,69819,white
1178,"Census Tract 502.05, Gwinnett County, Georgia",1987,721,448,4171,53478,NA
1179,"Census Tract 502.08, Gwinnett County, Georgia",3051,1561,1295,6785,65145,NA
1180,"Census Tract 502.09, Gwinnett County, Georgia",2837,1731,1417,9448,47043,NA
1181,"Census Tract 502.10, Gwinnett County, Georgia",3408,757,1102,6703,69583,white
1182,"Census Tract 502.11, Gwinnett County, Georgia",243,1420,2490,5395,29583,NA
1183,"Census Tract 502.12, Gwinnett County, Georgia",9457,800,372,12537,118371,white
1184,"Census Tract 502.13, Gwinnett County, Georgia",6383,1537,1375,12852,90404,NA
1185,"Census Tract 502.14, Gwinnett County, Georgia",4661,1322,373,8481,81806,white
1186,"Census Tract 502.15, Gwinnett County, Georgia",502,859,68,3180,54659,NA
1187,"Census Tract 502.16, Gwinnett County, Georgia",3346,350,237,8549,103858,NA
1188,"Census Tract 502.17, Gwinnett County, Georgia",4660,1368,682,10119,64356,NA
1189,"Census Tract 502.18, Gwinnett County, Georgia",1365,1075,1412,4397,72596,NA
1190,"Census Tract 502.19, Gwinnett County, Georgia",1458,949,219,3594,67857,NA
1191,"Census Tract 502.20, Gwinnett County, Georgia",2210,2243,985,6313,41996,NA
1192,"Census Tract 503.04, Gwinnett County, Georgia",1199,1244,2353,5332,33106,NA
1193,"Census Tract 503.06, Gwinnett County, Georgia",647,600,3335,5025,39324,hispanic
1194,"Census Tract 503.08, Gwinnett County, Georgia",2866,0,90,3711,134625,white
1195,"Census Tract 503.09, Gwinnett County, Georgia",3502,2541,327,8021,67140,NA
1196,"Census Tract 503.10, Gwinnett County, Georgia",2895,1153,653,5246,68012,white
1197,"Census Tract 503.11, Gwinnett County, Georgia",1656,503,94,2665,95329,white
1198,"Census Tract 503.13, Gwinnett County, Georgia",3361,1045,1360,7265,57214,NA
1199,"Census Tract 503.14, Gwinnett County, Georgia",2310,2419,4145,11050,52972,NA
1200,"Census Tract 503.15, Gwinnett County, Georgia",1785,2160,1336,5584,42467,NA
1201,"Census Tract 503.17, Gwinnett County, Georgia",352,1404,1834,3773,36292,NA
1202,"Census Tract 503.18, Gwinnett County, Georgia",468,1577,508,2900,57813,black
1203,"Census Tract 503.19, Gwinnett County, Georgia",728,1208,3925,6197,36744,hispanic
1204,"Census Tract 503.20, Gwinnett County, Georgia",435,984,3389,5969,31084,hispanic
1205,"Census Tract 503.21, Gwinnett County, Georgia",3746,59,234,4446,127283,white
1206,"Census Tract 503.22, Gwinnett County, Georgia",4193,50,36,4552,122500,white
1207,"Census Tract 504.10, Gwinnett County, Georgia",1336,1034,1979,5519,37314,NA
1208,"Census Tract 504.15, Gwinnett County, Georgia",1472,1507,76,3465,66175,NA
1209,"Census Tract 504.16, Gwinnett County, Georgia",926,1919,590,3547,58780,black
1210,"Census Tract 504.17, Gwinnett County, Georgia",437,1235,3558,5661,26519,hispanic
1211,"Census Tract 504.18, Gwinnett County, Georgia",407,1623,4063,7218,32500,hispanic
1212,"Census Tract 504.19, Gwinnett County, Georgia",1142,1437,4085,8136,39635,hispanic
1213,"Census Tract 504.21, Gwinnett County, Georgia",1040,2320,3555,7722,35511,NA
1214,"Census Tract 504.22, Gwinnett County, Georgia",517,1740,4147,7857,36685,hispanic
1215,"Census Tract 504.23, Gwinnett County, Georgia",1479,1924,2284,6880,34179,NA
1216,"Census Tract 504.24, Gwinnett County, Georgia",1041,1921,3645,7477,40432,NA
1217,"Census Tract 504.25, Gwinnett County, Georgia",3358,781,390,5487,76186,white
1218,"Census Tract 504.26, Gwinnett County, Georgia",4605,961,168,6618,71603,white
1219,"Census Tract 504.27, Gwinnett County, Georgia",3507,736,1172,6450,66875,white
1220,"Census Tract 504.28, Gwinnett County, Georgia",4123,456,433,6649,101031,white
1221,"Census Tract 504.29, Gwinnett County, Georgia",4259,1094,578,7111,83859,white
1222,"Census Tract 504.30, Gwinnett County, Georgia",2855,1335,523,5384,65601,white
1223,"Census Tract 504.31, Gwinnett County, Georgia",1422,2477,2235,8153,45543,NA
1224,"Census Tract 504.32, Gwinnett County, Georgia",1439,1436,1915,6279,66506,NA
1225,"Census Tract 504.33, Gwinnett County, Georgia",618,536,1211,2581,38698,NA
1226,"Census Tract 504.34, Gwinnett County, Georgia",920,1245,5185,8071,36182,hispanic
1227,"Census Tract 504.35, Gwinnett County, Georgia",1063,595,1602,3702,45556,NA
1228,"Census Tract 504.36, Gwinnett County, Georgia",1383,2201,2637,7553,43586,NA
1229,"Census Tract 505.11, Gwinnett County, Georgia",2662,2445,3030,10175,48217,NA
1230,"Census Tract 505.20, Gwinnett County, Georgia",1661,1363,1449,4745,36429,NA
1231,"Census Tract 505.21, Gwinnett County, Georgia",2492,938,1590,5490,44653,NA
1232,"Census Tract 505.22, Gwinnett County, Georgia",2094,1292,913,5030,31431,NA
1233,"Census Tract 505.23, Gwinnett County, Georgia",2683,2698,1494,7304,49554,NA
1234,"Census Tract 505.24, Gwinnett County, Georgia",1291,1397,2141,5292,36021,NA
1235,"Census Tract 505.25, Gwinnett County, Georgia",4239,966,963,7690,71696,white
1236,"Census Tract 505.26, Gwinnett County, Georgia",911,1115,2030,4658,40625,NA
1237,"Census Tract 505.27, Gwinnett County, Georgia",3544,1235,1012,6214,72301,white
1238,"Census Tract 505.28, Gwinnett County, Georgia",2680,1040,524,5214,87273,white
1239,"Census Tract 505.29, Gwinnett County, Georgia",1855,660,453,3908,59799,NA
1240,"Census Tract 505.30, Gwinnett County, Georgia",2709,964,337,5881,77076,NA
1241,"Census Tract 505.31, Gwinnett County, Georgia",1655,2807,2273,7961,52458,NA
1242,"Census Tract 505.32, Gwinnett County, Georgia",2498,2717,1326,7526,53357,NA
1243,"Census Tract 505.33, Gwinnett County, Georgia",1066,2053,2594,7917,57923,NA
1244,"Census Tract 505.34, Gwinnett County, Georgia",1716,2231,2792,7990,52038,NA
1245,"Census Tract 505.35, Gwinnett County, Georgia",1595,2009,2109,6724,51077,NA
1246,"Census Tract 505.36, Gwinnett County, Georgia",1361,1322,1474,4836,49943,NA
1247,"Census Tract 505.37, Gwinnett County, Georgia",540,2268,1511,4762,35461,NA
1248,"Census Tract 505.38, Gwinnett County, Georgia",4212,1082,1467,7668,79297,white
1249,"Census Tract 505.39, Gwinnett County, Georgia",850,1362,2158,4755,35530,NA
1250,"Census Tract 505.40, Gwinnett County, Georgia",3005,2753,449,7065,55067,NA
1251,"Census Tract 505.41, Gwinnett County, Georgia",574,1926,2967,5971,31547,NA
1252,"Census Tract 505.42, Gwinnett County, Georgia",852,2181,1438,5157,44128,NA
1253,"Census Tract 505.43, Gwinnett County, Georgia",2309,2346,1182,6908,78133,NA
1254,"Census Tract 505.44, Gwinnett County, Georgia",3750,3789,1512,11753,68534,NA
1255,"Census Tract 505.45, Gwinnett County, Georgia",3637,4374,3374,11799,51579,NA
1256,"Census Tract 505.46, Gwinnett County, Georgia",4558,7061,3252,16094,69235,NA
1257,"Census Tract 505.47, Gwinnett County, Georgia",5042,1113,1005,8177,83775,white
1258,"Census Tract 505.48, Gwinnett County, Georgia",6095,2521,1649,11175,78106,white
1259,"Census Tract 505.49, Gwinnett County, Georgia",2774,665,505,4854,64968,white
1260,"Census Tract 506.05, Gwinnett County, Georgia",8111,1514,2867,13646,70086,white
1261,"Census Tract 506.06, Gwinnett County, Georgia",12973,3472,2347,21373,65311,white
1262,"Census Tract 506.07, Gwinnett County, Georgia",9210,3230,2208,15774,87130,white
1263,"Census Tract 506.08, Gwinnett County, Georgia",9846,4504,2562,17509,62525,white
1264,"Census Tract 506.09, Gwinnett County, Georgia",8866,1577,1163,12801,82269,white
1265,"Census Tract 506.10, Gwinnett County, Georgia",11411,2504,1506,16678,97766,white
1266,"Census Tract 507.09, Gwinnett County, Georgia",3403,6812,1485,12130,55705,black
1267,"Census Tract 507.12, Gwinnett County, Georgia",4620,927,717,6739,84497,white
1268,"Census Tract 507.13, Gwinnett County, Georgia",5023,1144,418,7911,104077,white
1269,"Census Tract 507.14, Gwinnett County, Georgia",2969,1351,507,5414,90246,white
1270,"Census Tract 507.15, Gwinnett County, Georgia",2986,779,964,5531,71116,white
1271,"Census Tract 507.18, Gwinnett County, Georgia",5192,1492,530,7995,80746,white
1272,"Census Tract 507.19, Gwinnett County, Georgia",1646,2756,548,5284,45735,black
1273,"Census Tract 507.20, Gwinnett County, Georgia",5194,1524,256,7272,70268,white
1274,"Census Tract 507.21, Gwinnett County, Georgia",4307,3777,1289,9888,57750,NA
1275,"Census Tract 507.22, Gwinnett County, Georgia",967,1607,774,3541,49489,NA
1276,"Census Tract 507.23, Gwinnett County, Georgia",1578,4372,435,7006,65353,black
1277,"Census Tract 507.24, Gwinnett County, Georgia",8040,5473,688,15048,60291,white
1278,"Census Tract 507.25, Gwinnett County, Georgia",1470,2792,628,5379,52719,black
1279,"Census Tract 507.26, Gwinnett County, Georgia",5632,1887,1049,9196,73273,white
1280,"Census Tract 507.27, Gwinnett County, Georgia",6947,2299,493,10671,83899,white
1281,"Census Tract 507.28, Gwinnett County, Georgia",5042,7433,1188,14006,63733,black
1282,"Census Tract 507.29, Gwinnett County, Georgia",1063,1583,478,3291,42961,NA
1283,"Census Tract 507.30, Gwinnett County, Georgia",2962,3129,780,7156,73688,NA
1284,"Census Tract 507.31, Gwinnett County, Georgia",4408,3565,878,9269,75046,NA
1285,"Census Tract 1, Habersham County, Georgia",3363,28,41,3621,45306,white
1286,"Census Tract 2.01, Habersham County, Georgia",3565,12,401,4218,47330,white
1287,"Census Tract 2.02, Habersham County, Georgia",5169,12,313,5558,52147,white
1288,"Census Tract 3, Habersham County, Georgia",3169,133,425,3817,39743,white
1289,"Census Tract 4, Habersham County, Georgia",4431,38,710,5463,46611,white
1290,"Census Tract 5, Habersham County, Georgia",5067,378,379,6472,34418,white
1291,"Census Tract 6.01, Habersham County, Georgia",4271,672,681,5863,39273,white
1292,"Census Tract 6.02, Habersham County, Georgia",4933,371,2743,8330,34255,white
1293,"Census Tract 1.01, Hall County, Georgia",3751,265,416,4513,48070,white
1294,"Census Tract 1.02, Hall County, Georgia",3154,30,383,3581,48158,white
1295,"Census Tract 2.01, Hall County, Georgia",4588,39,928,5752,46399,white
1296,"Census Tract 2.03, Hall County, Georgia",4214,0,0,4291,70000,white
1297,"Census Tract 2.04, Hall County, Georgia",4104,15,241,4394,73925,white
1298,"Census Tract 3.02, Hall County, Georgia",5622,81,879,6831,57417,white
1299,"Census Tract 3.03, Hall County, Georgia",2547,0,136,2683,70536,white
1300,"Census Tract 3.04, Hall County, Georgia",3173,34,342,3555,53162,white
1301,"Census Tract 3.05, Hall County, Georgia",3853,353,171,4443,55479,white
1302,"Census Tract 4, Hall County, Georgia",4751,246,1378,6589,52093,white
1303,"Census Tract 5, Hall County, Georgia",5149,227,1511,7232,64083,white
1304,"Census Tract 6, Hall County, Georgia",3993,609,1365,6138,37180,white
1305,"Census Tract 7.01, Hall County, Georgia",1195,2209,2585,6071,35912,NA
1306,"Census Tract 7.02, Hall County, Georgia",2111,398,3155,5695,42112,hispanic
1307,"Census Tract 8, Hall County, Georgia",1090,1274,1367,3773,27845,NA
1308,"Census Tract 9, Hall County, Georgia",3600,603,797,5012,44311,white
1309,"Census Tract 10.02, Hall County, Georgia",3043,323,2801,6722,47114,NA
1310,"Census Tract 10.03, Hall County, Georgia",1008,839,4552,6488,27154,hispanic
1311,"Census Tract 10.04, Hall County, Georgia",1833,705,324,3267,42464,white
1312,"Census Tract 11.01, Hall County, Georgia",281,320,4052,4671,22822,hispanic
1313,"Census Tract 11.02, Hall County, Georgia",713,9,3492,4462,32478,hispanic
1314,"Census Tract 12.01, Hall County, Georgia",2968,1331,3375,7817,36303,NA
1315,"Census Tract 12.02, Hall County, Georgia",1721,377,3857,6229,36183,hispanic
1316,"Census Tract 13.01, Hall County, Georgia",3490,74,1981,5865,58491,white
1317,"Census Tract 13.02, Hall County, Georgia",4841,130,125,5280,61887,white
1318,"Census Tract 14.02, Hall County, Georgia",4021,221,997,5393,62625,white
1319,"Census Tract 14.03, Hall County, Georgia",1873,278,1179,3844,37202,NA
1320,"Census Tract 14.04, Hall County, Georgia",2673,451,1703,4943,49567,white
1321,"Census Tract 15.01, Hall County, Georgia",3625,140,402,4307,68929,white
1322,"Census Tract 15.02, Hall County, Georgia",3663,185,877,4750,78231,white
1323,"Census Tract 16.03, Hall County, Georgia",3499,47,1247,5117,70378,white
1324,"Census Tract 16.04, Hall County, Georgia",5248,320,1029,6780,75345,white
1325,"Census Tract 16.05, Hall County, Georgia",3872,516,566,5101,75844,white
1326,"Census Tract 16.06, Hall County, Georgia",2442,503,495,3550,47555,white
1327,"Census Tract 16.07, Hall County, Georgia",3921,166,586,4892,56111,white
1328,"Census Tract 16.08, Hall County, Georgia",4560,193,462,5287,84006,white
1329,"Census Tract 4803, Hancock County, Georgia",969,1183,0,2184,38125,black
1330,"Census Tract 4804, Hancock County, Georgia",1176,5429,198,6859,22647,black
1331,"Census Tract 101, Haralson County, Georgia",3477,55,0,3579,35680,white
1332,"Census Tract 102, Haralson County, Georgia",5954,130,65,6245,38961,white
1333,"Census Tract 103.01, Haralson County, Georgia",3051,197,0,3302,39719,white
1334,"Census Tract 103.02, Haralson County, Georgia",7192,414,131,7963,44851,white
1335,"Census Tract 104, Haralson County, Georgia",6413,691,169,7474,42355,white
1336,"Census Tract 1201.98, Harris County, Georgia",3167,1719,76,5133,43996,white
1337,"Census Tract 1202, Harris County, Georgia",2767,788,85,3683,57656,white
1338,"Census Tract 1203, Harris County, Georgia",7743,1281,207,9585,65058,white
1339,"Census Tract 1204.01, Harris County, Georgia",5623,168,276,6172,91747,white
1340,"Census Tract 1204.02, Harris County, Georgia",5842,1453,345,7966,81166,white
1341,"Census Tract 9601, Hart County, Georgia",5141,468,125,5777,42682,white
1342,"Census Tract 9602, Hart County, Georgia",3218,208,6,3477,40776,white
1343,"Census Tract 9603, Hart County, Georgia",2431,649,70,3167,31190,white
1344,"Census Tract 9604, Hart County, Georgia",3923,1177,389,5512,30000,white
1345,"Census Tract 9605, Hart County, Georgia",4509,2504,286,7473,36235,white
1346,"Census Tract 9701, Heard County, Georgia",3688,448,219,4551,36994,white
1347,"Census Tract 9702, Heard County, Georgia",3828,370,41,4253,48146,white
1348,"Census Tract 9703, Heard County, Georgia",2426,368,0,2870,32000,white
1349,"Census Tract 701.04, Henry County, Georgia",3825,6037,477,12282,61396,NA
1350,"Census Tract 701.06, Henry County, Georgia",3152,1952,351,5850,50802,white
1351,"Census Tract 701.07, Henry County, Georgia",1949,4468,215,6764,66827,black
1352,"Census Tract 701.08, Henry County, Georgia",844,3338,370,4668,58603,black
1353,"Census Tract 701.09, Henry County, Georgia",1708,1375,85,3308,66453,white
1354,"Census Tract 701.10, Henry County, Georgia",3808,2581,243,7017,68281,white
1355,"Census Tract 701.11, Henry County, Georgia",1583,5631,1144,8753,43402,black
1356,"Census Tract 701.13, Henry County, Georgia",2101,752,696,3790,41885,white
1357,"Census Tract 701.14, Henry County, Georgia",1089,3402,72,5354,44310,black
1358,"Census Tract 702.02, Henry County, Georgia",8990,1611,305,11143,81961,white
1359,"Census Tract 702.03, Henry County, Georgia",10947,3176,410,14887,76978,white
1360,"Census Tract 702.04, Henry County, Georgia",3019,1209,87,4413,77545,white
1361,"Census Tract 702.05, Henry County, Georgia",5381,3447,957,10843,57765,NA
1362,"Census Tract 703.04, Henry County, Georgia",3861,6990,724,11936,37878,black
1363,"Census Tract 703.05, Henry County, Georgia",4094,3331,779,9075,73644,NA
1364,"Census Tract 703.06, Henry County, Georgia",4610,3677,857,9858,57419,NA
1365,"Census Tract 703.07, Henry County, Georgia",2279,1906,339,4639,62472,NA
1366,"Census Tract 703.09, Henry County, Georgia",2906,3189,356,7423,86196,NA
1367,"Census Tract 703.10, Henry County, Georgia",3015,626,291,4056,57660,white
1368,"Census Tract 703.11, Henry County, Georgia",3040,7382,1091,12166,40603,black
1369,"Census Tract 704.02, Henry County, Georgia",10657,1117,250,12394,61544,white
1370,"Census Tract 704.03, Henry County, Georgia",7825,1908,820,10704,64447,white
1371,"Census Tract 704.04, Henry County, Georgia",3995,2255,366,6901,59356,white
1372,"Census Tract 705.01, Henry County, Georgia",3194,2647,695,6870,44316,NA
1373,"Census Tract 705.02, Henry County, Georgia",7774,4655,808,13975,67976,white
1374,"Census Tract 201.05, Houston County, Georgia",2971,2586,466,6250,38358,NA
1375,"Census Tract 201.06, Houston County, Georgia",1979,811,94,3180,63664,white
1376,"Census Tract 201.08, Houston County, Georgia",4042,1022,276,5592,48021,white
1377,"Census Tract 201.09, Houston County, Georgia",5087,2407,880,9004,56916,white
1378,"Census Tract 202, Houston County, Georgia",3124,1902,283,5429,33299,white
1379,"Census Tract 203, Houston County, Georgia",1874,4009,565,6747,22575,black
1380,"Census Tract 204, Houston County, Georgia",1137,1292,677,3263,23005,NA
1381,"Census Tract 206, Houston County, Georgia",979,185,162,1416,58438,white
1382,"Census Tract 207, Houston County, Georgia",1012,1971,228,3511,31103,black
1383,"Census Tract 208, Houston County, Georgia",1396,732,320,2721,42969,white
1384,"Census Tract 209, Houston County, Georgia",2663,1280,93,4113,51444,white
1385,"Census Tract 210, Houston County, Georgia",3681,1352,346,5797,43156,white
1386,"Census Tract 211.03, Houston County, Georgia",7765,2199,735,11085,85456,white
1387,"Census Tract 211.04, Houston County, Georgia",4402,1919,740,7556,44121,white
1388,"Census Tract 211.05, Houston County, Georgia",3306,2159,606,6576,46091,white
1389,"Census Tract 211.07, Houston County, Georgia",4842,2551,535,8179,71195,white
1390,"Census Tract 211.08, Houston County, Georgia",4694,1352,329,6507,72768,white
1391,"Census Tract 211.13, Houston County, Georgia",10797,3938,675,16882,78335,white
1392,"Census Tract 212.01, Houston County, Georgia",5442,1132,421,7698,79773,white
1393,"Census Tract 212.02, Houston County, Georgia",3799,2105,255,6282,43945,white
1394,"Census Tract 213, Houston County, Georgia",2166,1905,105,4480,38398,NA
1395,"Census Tract 214, Houston County, Georgia",5830,2273,414,9032,68780,white
1396,"Census Tract 215, Houston County, Georgia",3123,1116,57,4322,61471,white
1397,"Census Tract 9501, Irwin County, Georgia",2264,78,29,2371,40781,white
1398,"Census Tract 9502, Irwin County, Georgia",4244,2681,47,7111,33162,white
1399,"Census Tract 101.01, Jackson County, Georgia",5234,171,3,5510,59794,white
