AREA,COUNTY,COUNTY_NAM,CTYSOSID,DATA,DISTRICT,FIPS2,ID,PRECINCT_I,PRECINCT_N,income_r_1,income_rac
1.24,44,DEKALB,089MH,888,089MH,089,4800523,MH,MIDVALE ELEM,99403.6207026,white
2.11,44,DEKALB,089TH,962,089TH,089,4800586,TH,TUCKER LIBRARY,86583.1318894,white
0.56,44,DEKALB,089LV,880,089LV,089,4800677,LV,LIVSEY ELEM,96227.6770666,white
0.83,44,DEKALB,089DB,830,089DB,089,4800733,DB,DORAVILLE SOUTH (DOR,50535.0285842,
1.25,60,FULTON,121JC18A,1446,121JC18A,121,4842527,JC18A,JC18A,98820.6053867,white
0.07,60,FULTON,121JC18B,1447,121JC18B,121,4842566,JC18B,JC18B,117149.0,white
0.11,60,FULTON,121JC17,1445,121JC17,121,4842586,JC17,JC17,117142.980528,white
1.02,60,FULTON,121AP01C,1374,121AP01C,121,4842615,AP01C,AP01C,111815.650764,white
0.73,60,FULTON,121JC16,1444,121JC16,121,4842682,JC16,JC16,117148.995231,white
2.51,60,FULTON,121AP01A,1372,121AP01A,121,4842734,AP01A,AP01A,116185.023555,white
0.97,60,FULTON,121AP13,1394,121AP13,121,4842823,AP13,AP13,140031.290537,white
0.43,60,FULTON,121AP12A,1390,121AP12A,121,4842858,AP12A,AP12A,97284.0001583,
1.07,60,FULTON,121JC14,1442,121JC14,121,4842896,JC14,JC14,215884.999136,white
1.04,60,FULTON,121AP14,1395,121AP14,121,4842934,AP14,AP14,118228.333247,white
0.36,60,FULTON,121JC15,1443,121JC15,121,4843023,JC15,JC15,127036.418003,white
0.99,60,FULTON,121JC10,1437,121JC10,121,4843058,JC10,JC10,111750.530237,white
1.5,44,DEKALB,089AG,791,089AG,089,4743709,AG,ASHFORD DUNWOODY RD,138754.283642,white
1.09,44,DEKALB,089AH,792,089AH,089,4743771,AH,ASHFORD PARKSIDE (BH,94373.329923,white
1.46,44,DEKALB,089MU,901,089MU,089,4743841,MU,MONTGOMERY  (BHAVN),59718.1137412,white
0.95,44,DEKALB,089KG,873,089KG,089,4743895,KG,KITTREDGE ELEM (BHAV,64576.1341072,white
1.54,44,DEKALB,089GD,855,089GD,089,4743959,GD,GEORGETOWN SQ (DUN),93518.2565336,white
0.88,44,DEKALB,089DF,833,089DF,089,4744017,DF,DUNWOODY (DUN),103704.870622,
1.03,44,DEKALB,089MS,899,089MS,089,4744072,MS,MOUNT VERNON WEST (D,135705.256782,white
0.77,60,FULTON,12107F,1293,12107F,121,4714689,07F,07F,120758.606402,white
0.88,60,FULTON,12107D,1291,12107D,121,4714751,07D,07D,131764.348369,white
0.23,60,FULTON,12107N,1297,12107N,121,4714827,07N,07N,52523.0003284,
0.47,60,FULTON,12107M,1296,12107M,121,4714872,07M,07M,77244.3317819,
0.54,60,FULTON,12107E,1292,12107E,121,4714932,07E,07E,126115.024592,white
1.62,60,FULTON,12107A,1288,12107A,121,4714981,07A,07A,157276.007275,white
0.65,60,FULTON,12107C,1290,12107C,121,4715062,07C,07C,176043.722072,white
1.73,60,FULTON,12107B,1289,12107B,121,4715111,07B,07B,199294.36658,white
0.96,44,DEKALB,089MZ,904,089MZ,089,4884809,MZ,MILLER GROVE HIGH,39873.7680554,black
7.93,44,DEKALB,089RL,933,089RL,089,4907197,RL,ROCK CHAPEL ROAD,55589.406838,black
5.04,44,DEKALB,089RF,927,089RF,089,4907383,RF,ROCK CHAPEL ELEM,69754.00005,black
1.97,44,DEKALB,089RI,930,089RI,089,4907423,RI,ROCKBRIDGE ROAD,76356.9663357,black
5.22,67,GWINNETT,135122,1779,135122,135,4907477,122,ROCKBRIDGE G,66881.53564,black
1.01,67,GWINNETT,13529,1686,13529,135,5010476,29,CATES B,105833.146071,white
1.34,67,GWINNETT,13579,1736,13579,135,5010538,79,CATES K,105832.992696,white
2.37,67,GWINNETT,135139,1796,135139,135,5010590,139,MARTINS K,60154.2597737,
2.53,67,GWINNETT,135115,1772,135115,135,5010640,115,MARTINS H,62549.6379779,
1.67,67,GWINNETT,13568,1725,13568,135,5010700,68,CATES I,104667.072613,white
1.73,67,GWINNETT,13593,1750,13593,135,5010776,93,CATES M,115555.99355,white
0.89,67,GWINNETT,135127,1784,135127,135,5010842,127,LAWRENCEVILLE J,60407.0102112,
1.47,67,GWINNETT,13518,1675,13518,135,5010881,18,MARTINS B,59237.7297579,
2.2,67,GWINNETT,13569,1726,13569,135,5002283,69,CATES J,103561.424641,white
2.06,67,GWINNETT,13536,1693,13536,135,5002342,36,CATES E,101285.282677,white
0.88,67,GWINNETT,135107,1764,135107,135,5002405,107,CATES O,105700.685053,white
2.75,67,GWINNETT,13535,1692,13535,135,5002457,35,CATES D,95189.7064185,white
2.01,67,GWINNETT,13544,1701,13544,135,5002539,44,ROCKBRIDGE B,69315.1544263,black
2.41,67,GWINNETT,13553,1710,13553,135,5002592,53,CATES H,55325.4170542,black
1.2,67,GWINNETT,13546,1703,13546,135,5002671,46,CATES F,112113.957655,white
2.09,67,GWINNETT,13547,1704,13547,135,5002721,47,CATES G,112113.999945,white
2.01,67,GWINNETT,135143,1800,135143,135,5060326,143,LAWRENCEVILLE L,79124.9828859,
1.82,67,GWINNETT,13561,1718,13561,135,5060402,61,LAWRENCEVILLE E,53880.4268808,
1.21,67,GWINNETT,135153,1810,135153,135,5060464,153,LAWRENCEVILLE N,65770.3293267,
2.59,67,GWINNETT,13516,1673,13516,135,5060536,16,LAWRENCEVILLE B,84147.2609054,
2.33,67,GWINNETT,13578,1735,13578,135,5060594,78,BAYCREEK K,80066.6393881,white
2.73,67,GWINNETT,13515,1672,13515,135,5060650,15,LAWRENCEVILLE A,54894.2737124,
2.37,67,GWINNETT,135110,1767,135110,135,5041393,110,MARTINS G,62952.278405,
0.84,67,GWINNETT,135124,1781,135124,135,5041451,124,GOODWINS G,70959.3286338,
0.83,67,GWINNETT,135149,1806,135149,135,5041507,149,GOODWINS I,93855.9999817,white
1.51,67,GWINNETT,1356,1663,1356,135,5041556,6,GOODWINS A,82916.7351706,white
1.18,67,GWINNETT,135128,1785,135128,135,5041625,128,GOODWINS H,72928.3511667,white
1.94,67,GWINNETT,13583,1740,13583,135,5041693,83,GOODWINS D,83704.7140178,white
5.7,67,GWINNETT,135106,1763,135106,135,5041762,106,SUWANEE C,104351.906772,
2.74,67,GWINNETT,135105,1762,135105,135,5184155,105,SUGAR HILL F,111801.874104,white
