,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
731,10M,,0,882,1998,0,17,911,FULTON,60.0,10M,10M,870.0,5.0,39.0,57.0,5.0,,,,,,,10,4.0,5.0,,both
732,10M,,0,882,1998,0,17,911,FULTON,60.0,10M,10M,872.0,5.0,39.0,57.0,5.0,,,,,,,10,6.0,5.0,,both
733,10M,,0,882,1998,0,17,911,FULTON,60.0,10M,10M,947.0,5.0,39.0,57.0,5.0,10,,,,,,10,4.0,5.0,,both
734,10P,,0,504,1150,0,4,510,FULTON,60.0,10P,10P,866.0,5.0,38.0,53.0,5.0,,,,,,,10,4.0,5.0,,both
735,10R,,0,261,631,0,2,265,FULTON,60.0,10R,10R,873.0,5.0,38.0,53.0,5.0,,,,,,,10,6.0,5.0,,both
736,11B,,0,2092,3889,0,34,2134,FULTON,60.0,11B,11B,520.0,5.0,38.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
737,11B,,0,2092,3889,0,34,2134,FULTON,60.0,11B,11B,874.0,5.0,38.0,55.0,5.0,,,,,,,11,6.0,6.0,,both
738,11C,,0,1334,2231,0,26,1367,FULTON,60.0,11C,11C,520.0,5.0,38.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
739,11C,,0,1334,2231,0,26,1367,FULTON,60.0,11C,11C,874.0,5.0,38.0,55.0,5.0,,,,,,,11,6.0,6.0,,both
740,11E1,,0,419,899,0,19,439,FULTON,60.0,11E1,11E1,875.0,5.0,39.0,61.0,5.0,,,,,,,11,5.0,6.0,,both
741,11E1,,0,419,899,0,19,439,FULTON,60.0,11E1,11E1,876.0,5.0,38.0,61.0,5.0,,,,,,,10,5.0,6.0,,both
742,11E1,,0,419,899,0,19,439,FULTON,60.0,11E1,11E1,877.0,5.0,39.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
743,11E1,,0,419,899,0,19,439,FULTON,60.0,11E1,11E1,928.0,5.0,38.0,61.0,5.0,11,,,,,,11,5.0,6.0,,both
744,11E1,,0,419,899,0,19,439,FULTON,60.0,11E1,11E1,962.0,5.0,38.0,61.0,5.0,,,,,,,11,5.0,6.0,,both
745,11E2,,0,395,720,0,8,407,FULTON,60.0,11E2,11E2,877.0,5.0,39.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
746,11E3,,0,1050,2427,0,16,1069,FULTON,60.0,11E3,11E3,875.0,5.0,39.0,61.0,5.0,,,,,,,11,5.0,6.0,,both
747,11G,,0,552,1822,0,17,575,FULTON,60.0,11G,11G,529.0,5.0,39.0,58.0,5.0,,,,,,,11,5.0,6.0,,both
748,11H,,0,282,564,0,4,287,FULTON,60.0,11H,11H,878.0,5.0,39.0,57.0,5.0,,,,,,,11,4.0,6.0,,both
749,11J,,0,733,1457,0,13,748,FULTON,60.0,11J,11J,879.0,5.0,39.0,59.0,5.0,,,,,,,11,5.0,6.0,,both
750,11J,,0,733,1457,0,13,748,FULTON,60.0,11J,11J,974.0,5.0,39.0,60.0,5.0,,,,,,,11,5.0,6.0,,both
751,11K,,0,853,1516,0,20,877,FULTON,60.0,11K,11K,529.0,5.0,39.0,58.0,5.0,,,,,,,11,5.0,6.0,,both
752,11K,,0,853,1516,0,20,877,FULTON,60.0,11K,11K,880.0,5.0,39.0,58.0,5.0,,,,,,,11,4.0,6.0,,both
753,11M,,0,1146,2573,0,12,1167,FULTON,60.0,11M,11M,877.0,5.0,39.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
754,11M,,0,1146,2573,0,12,1167,FULTON,60.0,11M,11M,881.0,5.0,39.0,55.0,5.0,,,,,,,11,4.0,6.0,,both
755,11M,,0,1146,2573,0,12,1167,FULTON,60.0,11M,11M,949.0,5.0,39.0,55.0,5.0,11,,,,,,11,4.0,6.0,,both
756,11N,,0,1078,1846,0,16,1098,FULTON,60.0,11N,11N,877.0,5.0,39.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
757,11P,,0,706,1538,0,11,722,FULTON,60.0,11P,11P,877.0,5.0,39.0,55.0,5.0,,,,,,,11,5.0,6.0,,both
758,11R,,0,458,1475,0,3,466,FULTON,60.0,11R,11R,880.0,5.0,39.0,58.0,5.0,,,,,,,11,4.0,6.0,,both
759,11R,,0,458,1475,0,3,466,FULTON,60.0,11R,11R,881.0,5.0,39.0,55.0,5.0,,,,,,,11,4.0,6.0,,both
760,11R,,0,458,1475,0,3,466,FULTON,60.0,11R,11R,940.0,5.0,39.0,58.0,5.0,11,,,,,,11,4.0,6.0,,both
761,12A,,0,280,597,0,10,295,FULTON,60.0,12A,12A,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
762,12B,,0,819,1884,0,42,874,FULTON,60.0,12B,12B,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
763,12C,,0,514,1231,0,19,541,FULTON,60.0,12C,12C,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
764,12D,,0,342,961,0,6,351,FULTON,60.0,12D,12D,882.0,5.0,36.0,59.0,5.0,,,,,,,12,5.0,6.0,,both
765,12D,,0,342,961,0,6,351,FULTON,60.0,12D,12D,885.0,5.0,36.0,60.0,5.0,,,,,,,12,5.0,6.0,,both
766,12E1,,0,346,1123,0,15,362,FULTON,60.0,12E1,12E1,882.0,5.0,36.0,59.0,5.0,,,,,,,12,5.0,6.0,,both
767,12E1,,0,346,1123,0,15,362,FULTON,60.0,12E1,12E1,883.0,5.0,38.0,61.0,5.0,,,,,,,12,5.0,6.0,,both
768,12F,,0,267,709,0,3,276,FULTON,60.0,12F,12F,882.0,5.0,36.0,59.0,5.0,,,,,,,12,5.0,6.0,,both
769,12G,,0,329,666,0,14,345,FULTON,60.0,12G,12G,882.0,5.0,36.0,59.0,5.0,,,,,,,12,5.0,6.0,,both
770,12H,,0,1034,2829,0,32,1072,FULTON,60.0,12H,12H,882.0,5.0,36.0,59.0,5.0,,,,,,,12,5.0,6.0,,both
771,12H,,0,1034,2829,0,32,1072,FULTON,60.0,12H,12H,885.0,5.0,36.0,60.0,5.0,,,,,,,12,5.0,6.0,,both
772,12H,,0,1034,2829,0,32,1072,FULTON,60.0,12H,12H,988.0,5.0,36.0,59.0,5.0,,6.0,,,,,12,5.0,,,both
773,12I,,0,291,782,0,2,295,FULTON,60.0,12I,12I,719.0,5.0,39.0,58.0,5.0,,,,,,,12,7.0,6.0,,both
774,12I,,0,291,782,0,2,295,FULTON,60.0,12I,12I,886.0,5.0,39.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
775,12J,,0,788,2093,0,22,814,FULTON,60.0,12J,12J,885.0,5.0,36.0,60.0,5.0,,,,,,,12,5.0,6.0,,both
776,12K,,0,783,2249,0,32,822,FULTON,60.0,12K,12K,721.0,5.0,36.0,57.0,5.0,,,,,,,12,6.0,6.0,,both
777,12K,,0,783,2249,0,32,822,FULTON,60.0,12K,12K,887.0,5.0,36.0,57.0,5.0,,,,,,,12,5.0,6.0,,both
778,12L,,0,174,470,0,4,179,FULTON,60.0,12L,12L,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
779,12M,,0,109,230,0,1,110,FULTON,60.0,12M,12M,885.0,5.0,36.0,60.0,5.0,,,,,,,12,5.0,6.0,,both
780,12N,,0,229,692,0,5,234,FULTON,60.0,12N,12N,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
781,12S,,0,594,1415,0,11,610,FULTON,60.0,12S,12S,531.0,5.0,36.0,58.0,5.0,,,,,,,12,5.0,6.0,,both
782,12T,,0,723,1807,0,10,738,FULTON,60.0,12T,12T,885.0,5.0,36.0,60.0,5.0,,,,,,,12,5.0,6.0,,both
783,12T,,0,723,1807,0,10,738,FULTON,60.0,12T,12T,888.0,5.0,39.0,57.0,5.0,,,,,,,12,5.0,6.0,,both
784,12T,,0,723,1807,0,10,738,FULTON,60.0,12T,12T,941.0,5.0,36.0,60.0,5.0,12,,,,,,12,5.0,6.0,,both
785,AP01A,,0,240,1755,0,578,828,FULTON,60.0,AP01A,AP01A,729.0,6.0,56.0,49.0,5.0,,2.0,,,,,,1.0,,,both
786,AP01A,,0,240,1755,0,578,828,FULTON,60.0,AP01A,AP01A,745.0,6.0,56.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
787,AP01B,,0,105,648,0,93,206,FULTON,60.0,AP01B,AP01B,678.0,6.0,56.0,49.0,5.0,,1.0,,,,,LRG,3.0,,,both
788,AP01B,,0,105,648,0,93,206,FULTON,60.0,AP01B,AP01B,730.0,6.0,56.0,49.0,5.0,,1.0,,,,,LRG,1.0,,,both
789,AP01C,,0,299,1900,0,639,953,FULTON,60.0,AP01C,AP01C,731.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
790,AP01D,,0,112,656,0,149,266,FULTON,60.0,AP01D,AP01D,702.0,6.0,56.0,49.0,5.0,,7.0,,,,,LRG,3.0,,,both
791,AP01D,,0,112,656,0,149,266,FULTON,60.0,AP01D,AP01D,732.0,6.0,56.0,49.0,5.0,,7.0,,,,,LRG,1.0,,,both
792,AP02B,,0,61,356,0,90,153,FULTON,60.0,AP02B,AP02B,735.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
793,AP02B,,0,61,356,0,90,153,FULTON,60.0,AP02B,AP02B,737.0,6.0,56.0,49.0,5.0,,1.0,,,,,LRG,2.0,,,both
794,AP03,,0,144,640,0,60,211,FULTON,60.0,AP03,AP03,735.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
795,AP04A,,0,188,1349,0,589,794,FULTON,60.0,AP04A,AP04A,736.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
796,AP04B,,0,53,317,0,111,166,FULTON,60.0,AP04B,AP04B,738.0,6.0,56.0,47.0,5.0,,2.0,,,,,LRG,2.0,,,both
797,AP05,,0,557,3703,0,1371,1947,FULTON,60.0,AP05,AP05,739.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
798,AP06,,0,226,1524,0,566,807,FULTON,60.0,AP06,AP06,740.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
799,AP07A,,0,507,2654,0,724,1264,FULTON,60.0,AP07A,AP07A,740.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
800,AP07B,,0,177,1219,0,434,618,FULTON,60.0,AP07B,AP07B,663.0,6.0,21.0,47.0,5.0,,2.0,,,,,LRG,3.0,,,both
801,AP07B,,0,177,1219,0,434,618,FULTON,60.0,AP07B,AP07B,741.0,6.0,21.0,47.0,5.0,,2.0,,,,,LRG,2.0,,,both
802,AP09A,,0,613,3603,0,1077,1722,FULTON,60.0,AP09A,AP09A,739.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
803,AP09B,,0,121,641,0,145,274,FULTON,60.0,AP09B,AP09B,743.0,6.0,48.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
804,AP021,,0,373,2304,0,679,1082,FULTON,60.0,AP021,AP021,734.0,6.0,56.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
805,AP022,,0,332,1755,0,465,822,FULTON,60.0,AP022,AP022,678.0,6.0,56.0,49.0,5.0,,1.0,,,,,LRG,3.0,,,both
806,AP022,,0,332,1755,0,465,822,FULTON,60.0,AP022,AP022,735.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
807,AP022,,0,332,1755,0,465,822,FULTON,60.0,AP022,AP022,737.0,6.0,56.0,49.0,5.0,,1.0,,,,,LRG,2.0,,,both
808,AP10,,0,123,849,0,317,454,FULTON,60.0,AP10,AP10,740.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
809,AP12A,,0,126,537,0,98,231,FULTON,60.0,AP12A,AP12A,739.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
810,AP12A,,0,126,537,0,98,231,FULTON,60.0,AP12A,AP12A,740.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
811,AP12B,,0,112,646,0,62,176,FULTON,60.0,AP12B,AP12B,663.0,6.0,21.0,47.0,5.0,,2.0,,,,,LRG,3.0,,,both
812,AP12B,,0,112,646,0,62,176,FULTON,60.0,AP12B,AP12B,741.0,6.0,21.0,47.0,5.0,,2.0,,,,,LRG,2.0,,,both
813,AP12B,,0,112,646,0,62,176,FULTON,60.0,AP12B,AP12B,744.0,6.0,21.0,47.0,5.0,,2.0,,,,,LRG,1.0,,,both
814,AP12C,,0,152,912,0,292,451,FULTON,60.0,AP12C,AP12C,740.0,6.0,21.0,49.0,5.0,,2.0,,,,,LRG,2.0,,,both
815,AP13,,0,333,2168,0,609,956,FULTON,60.0,AP13,AP13,745.0,6.0,56.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
816,AP14,,0,425,2605,0,897,1355,FULTON,60.0,AP14,AP14,731.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
817,CH01,,0,50,190,0,22,74,FULTON,60.0,CH01,CH01,641.0,13.0,28.0,65.0,5.0,,4.0,,,,,01,7.0,,,both
818,CH01,,0,50,190,0,22,74,FULTON,60.0,CH01,CH01,748.0,13.0,28.0,65.0,5.0,,4.0,,,,,,6.0,,,both
819,CH01,,0,50,190,0,22,74,FULTON,60.0,CH01,CH01,950.0,13.0,28.0,65.0,5.0,,4.0,,,,,01,6.0,,,both
820,CH02,,0,97,260,0,57,154,FULTON,60.0,CH02,CH02,642.0,13.0,28.0,65.0,5.0,,4.0,,,,,02,7.0,,,both
821,CH02,,0,97,260,0,57,154,FULTON,60.0,CH02,CH02,748.0,13.0,28.0,65.0,5.0,,4.0,,,,,,6.0,,,both
822,CH02,,0,97,260,0,57,154,FULTON,60.0,CH02,CH02,951.0,13.0,28.0,65.0,5.0,,4.0,,,,,02,6.0,,,both
823,CH03,,0,51,272,0,115,169,FULTON,60.0,CH03,CH03,643.0,13.0,28.0,65.0,5.0,,4.0,,,,,03,7.0,,,both
824,CH03,,0,51,272,0,115,169,FULTON,60.0,CH03,CH03,748.0,13.0,28.0,65.0,5.0,,4.0,,,,,,6.0,,,both
825,CH03,,0,51,272,0,115,169,FULTON,60.0,CH03,CH03,952.0,13.0,28.0,65.0,5.0,,4.0,,,,,03,6.0,,,both
826,CH04A,,0,97,412,0,155,258,FULTON,60.0,CH04A,CH04A,748.0,13.0,28.0,65.0,5.0,,4.0,,,,,,6.0,,,both
827,CH04A,,0,97,412,0,155,258,FULTON,60.0,CH04A,CH04A,954.0,13.0,28.0,65.0,5.0,,4.0,,,,,04,6.0,,,both
828,CH05,,0,36,328,0,151,193,FULTON,60.0,CH05,CH05,748.0,13.0,28.0,65.0,5.0,,4.0,,,,,,6.0,,,both
829,CH05,,0,36,328,0,151,193,FULTON,60.0,CH05,CH05,955.0,13.0,28.0,65.0,5.0,,4.0,,,,,05,6.0,,,both
830,CP01B,,0,96,335,0,45,146,FULTON,60.0,CP01B,CP01B,710.0,5.0,36.0,60.0,5.0,1,3.0,,,,,,7.0,,,both
831,CP01B,,0,96,335,0,45,146,FULTON,60.0,CP01B,CP01B,747.0,5.0,36.0,60.0,5.0,1,3.0,,,,,,6.0,,,both
832,CP011,,0,321,893,0,108,435,FULTON,60.0,CP011,CP011,707.0,5.0,36.0,62.0,5.0,1,3.0,,,,,,7.0,,,both
833,CP011,,0,321,893,0,108,435,FULTON,60.0,CP011,CP011,742.0,5.0,36.0,62.0,5.0,1,3.0,,,,,,6.0,,,both
834,CP012,,0,398,957,0,134,536,FULTON,60.0,CP012,CP012,749.0,5.0,36.0,62.0,5.0,1,6.0,,,,,,6.0,,,both
835,CP02,,0,283,813,0,66,357,FULTON,60.0,CP02,CP02,681.0,5.0,35.0,60.0,5.0,3,3.0,,,,,,7.0,,,both
836,CP02,,0,283,813,0,66,357,FULTON,60.0,CP02,CP02,750.0,5.0,35.0,60.0,5.0,3,3.0,,,,,,6.0,,,both
837,CP02,,0,283,813,0,66,357,FULTON,60.0,CP02,CP02,942.0,5.0,36.0,60.0,5.0,3,3.0,,,,,,6.0,,,both
838,CP04,,0,22,117,0,1,23,FULTON,60.0,CP04,CP04,713.0,5.0,36.0,60.0,5.0,2,6.0,,,,,,7.0,,,both
839,CP04,,0,22,117,0,1,23,FULTON,60.0,CP04,CP04,751.0,5.0,36.0,60.0,5.0,2,6.0,,,,,,6.0,,,both
840,CP05B,,0,35,90,0,1,36,FULTON,60.0,CP05B,CP05B,710.0,5.0,36.0,60.0,5.0,1,3.0,,,,,,7.0,,,both
841,CP05B,,0,35,90,0,1,36,FULTON,60.0,CP05B,CP05B,712.0,5.0,36.0,63.0,5.0,4,6.0,,,,,,7.0,,,both
842,CP05B,,0,35,90,0,1,36,FULTON,60.0,CP05B,CP05B,752.0,5.0,36.0,63.0,5.0,4,6.0,,,,,,6.0,,,both
843,CP051,,0,675,1379,0,23,700,FULTON,60.0,CP051,CP051,753.0,5.0,36.0,64.0,5.0,4,6.0,,,,,,6.0,,,both
844,CP06,,0,93,369,0,2,95,FULTON,60.0,CP06,CP06,708.0,13.0,36.0,63.0,5.0,2,6.0,,,,,,7.0,,,both
845,CP06,,0,93,369,0,2,95,FULTON,60.0,CP06,CP06,754.0,13.0,36.0,63.0,5.0,2,6.0,,,,,,6.0,,,both
846,CP07A,,0,211,1077,0,5,218,FULTON,60.0,CP07A,CP07A,755.0,5.0,36.0,64.0,5.0,2,6.0,,,,,,5.0,,,both
847,CP07A,,0,211,1077,0,5,218,FULTON,60.0,CP07A,CP07A,756.0,5.0,36.0,64.0,5.0,2,6.0,,,,,,6.0,,,both
848,CP081,,0,60,266,0,1,61,FULTON,60.0,CP081,CP081,758.0,13.0,39.0,63.0,5.0,4,6.0,,,,,,6.0,,,both
849,EP01,,0,1665,4363,0,196,1891,FULTON,60.0,EP01,EP01,711.0,5.0,39.0,59.0,5.0,A,3.0,,,,,,7.0,,,both
850,EP01,,0,1665,4363,0,196,1891,FULTON,60.0,EP01,EP01,772.0,5.0,39.0,59.0,5.0,A,3.0,,,,,,5.0,,,both
851,EP01,,0,1665,4363,0,196,1891,FULTON,60.0,EP01,EP01,978.0,5.0,39.0,60.0,5.0,A,6.0,,,,,,5.0,,,both
852,EP01,,0,1665,4363,0,196,1891,FULTON,60.0,EP01,EP01,979.0,5.0,39.0,60.0,5.0,A,3.0,,,,,,5.0,,,both
853,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,665.0,5.0,36.0,60.0,5.0,B,6.0,,,,,,7.0,,,both
854,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,688.0,5.0,39.0,59.0,5.0,B,3.0,,,,,,7.0,,,both
855,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,727.0,5.0,36.0,60.0,5.0,B,3.0,,,,,,7.0,,,both
856,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,760.0,5.0,36.0,59.0,5.0,B,3.0,,,,,,6.0,,,both
857,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,929.0,5.0,36.0,59.0,5.0,B,3.0,,,,,,5.0,,,both
858,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,969.0,5.0,39.0,59.0,5.0,B,3.0,,,,,,5.0,,,both
859,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,971.0,5.0,36.0,60.0,5.0,B,3.0,,,,,,6.0,,,both
860,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,986.0,5.0,39.0,60.0,5.0,B,3.0,,,,,,5.0,,,both
861,EP02,,0,1728,4425,0,195,1948,FULTON,60.0,EP02,EP02,987.0,5.0,36.0,60.0,5.0,B,3.0,,,,,,5.0,,,both
862,EP03,,0,2505,4829,0,129,2653,FULTON,60.0,EP03,EP03,897.0,5.0,39.0,62.0,5.0,C,6.0,,,,,,5.0,,,both
863,EP03,,0,2505,4829,0,129,2653,FULTON,60.0,EP03,EP03,980.0,5.0,39.0,60.0,5.0,C,6.0,,,,,,5.0,,,both
864,EP04,,0,2106,5058,0,66,2187,FULTON,60.0,EP04,EP04,666.0,13.0,39.0,62.0,5.0,D,4.0,,,,,,7.0,,,both
865,EP04,,0,2106,5058,0,66,2187,FULTON,60.0,EP04,EP04,765.0,5.0,39.0,62.0,5.0,D,6.0,,,,,,5.0,,,both
866,EP04,,0,2106,5058,0,66,2187,FULTON,60.0,EP04,EP04,766.0,13.0,39.0,62.0,5.0,D,6.0,,,,,,5.0,,,both
867,FA01A,,0,2580,6066,0,391,2992,FULTON,60.0,FA01A,FA01A,767.0,13.0,35.0,65.0,5.0,,4.0,,,,,LRG,6.0,,,both
868,FA01B,,0,227,506,0,9,241,FULTON,60.0,FA01B,FA01B,768.0,13.0,35.0,64.0,5.0,,4.0,,,,,LRG,6.0,,,both
869,HP01,,0,688,2479,0,368,1085,FULTON,60.0,HP01,HP01,769.0,5.0,36.0,60.0,5.0,,3.0,,,,,LRG,6.0,,,both
870,HP01,,0,688,2479,0,368,1085,FULTON,60.0,HP01,HP01,975.0,5.0,36.0,59.0,5.0,,3.0,,,,,LRG,6.0,,,both
871,JC01,,0,686,3829,0,987,1687,FULTON,60.0,JC01,JC01,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
872,JC02,,0,243,1383,0,362,614,FULTON,60.0,JC02,JC02,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
873,JC03A,,0,76,462,0,136,213,FULTON,60.0,JC03A,JC03A,659.0,6.0,48.0,25.0,5.0,,5.0,,,,,LRG,3.0,,,both
874,JC03A,,0,76,462,0,136,213,FULTON,60.0,JC03A,JC03A,771.0,6.0,48.0,25.0,5.0,,5.0,,,,,LRG,1.0,,,both
875,JC03B,,0,240,1156,0,269,520,FULTON,60.0,JC03B,JC03B,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
876,JC04A,,0,620,3539,0,1042,1683,FULTON,60.0,JC04A,JC04A,659.0,6.0,48.0,25.0,5.0,,5.0,,,,,LRG,3.0,,,both
877,JC04A,,0,620,3539,0,1042,1683,FULTON,60.0,JC04A,JC04A,771.0,6.0,48.0,25.0,5.0,,5.0,,,,,LRG,1.0,,,both
878,JC04B,,0,36,209,0,51,88,FULTON,60.0,JC04B,JC04B,773.0,6.0,48.0,49.0,5.0,,2.0,,,,,LRG,1.0,,,both
879,JC05,,0,312,1795,0,447,772,FULTON,60.0,JC05,JC05,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
880,JC06,,0,293,2210,0,740,1044,FULTON,60.0,JC06,JC06,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
881,JC07,,0,567,3223,0,872,1467,FULTON,60.0,JC07,JC07,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
882,JC08,,0,459,2333,0,756,1242,FULTON,60.0,JC08,JC08,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
883,JC09,,0,478,2396,0,603,1101,FULTON,60.0,JC09,JC09,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
884,JC10,,0,400,1943,0,483,912,FULTON,60.0,JC10,JC10,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
885,JC11,,0,394,2713,0,919,1340,FULTON,60.0,JC11,JC11,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
886,JC12,,0,298,2066,0,982,1299,FULTON,60.0,JC12,JC12,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
887,JC13A,,0,215,1902,0,880,1105,FULTON,60.0,JC13A,JC13A,774.0,6.0,56.0,95.0,5.0,,5.0,,,,,LRG,1.0,,,both
888,JC13B,,0,12,276,0,151,163,FULTON,60.0,JC13B,JC13B,770.0,6.0,48.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
889,JC14,,0,286,2061,0,750,1048,FULTON,60.0,JC14,JC14,716.0,6.0,56.0,50.0,5.0,,2.0,,,,,LRG,3.0,,,both
890,JC14,,0,286,2061,0,750,1048,FULTON,60.0,JC14,JC14,728.0,6.0,56.0,50.0,5.0,,5.0,,,,,LRG,3.0,,,both
891,JC14,,0,286,2061,0,750,1048,FULTON,60.0,JC14,JC14,775.0,6.0,56.0,50.0,5.0,,2.0,,,,,LRG,1.0,,,both
892,JC14,,0,286,2061,0,750,1048,FULTON,60.0,JC14,JC14,776.0,6.0,56.0,50.0,5.0,,5.0,,,,,LRG,1.0,,,both
893,JC15,,0,127,618,0,128,265,FULTON,60.0,JC15,JC15,777.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
894,JC16,,0,318,1687,0,507,846,FULTON,60.0,JC16,JC16,777.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
895,JC17,,0,58,280,0,80,139,FULTON,60.0,JC17,JC17,777.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
896,JC18A,,0,414,2422,0,895,1327,FULTON,60.0,JC18A,JC18A,667.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,3.0,,,both
897,JC18A,,0,414,2422,0,895,1327,FULTON,60.0,JC18A,JC18A,778.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
898,JC18B,,0,43,186,0,72,116,FULTON,60.0,JC18B,JC18B,777.0,6.0,56.0,49.0,5.0,,5.0,,,,,LRG,1.0,,,both
899,JC19,,0,681,3161,0,995,1711,FULTON,60.0,JC19,JC19,667.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,3.0,,,both
900,JC19,,0,681,3161,0,995,1711,FULTON,60.0,JC19,JC19,778.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
901,ML011,,0,229,1809,0,651,893,FULTON,60.0,ML011,ML011,890.0,6.0,56.0,47.0,5.0,,2.0,,,,,01,2.0,,,both
902,ML012,,0,47,421,0,189,241,FULTON,60.0,ML012,ML012,891.0,6.0,56.0,47.0,5.0,,1.0,,,,,01,2.0,,,both
903,ML01B,,0,5,52,0,17,22,FULTON,60.0,ML01B,ML01B,891.0,6.0,56.0,47.0,5.0,,1.0,,,,,01,2.0,,,both
904,ML021,,0,118,1298,0,534,661,FULTON,60.0,ML021,ML021,725.0,6.0,21.0,22.0,5.0,,2.0,,,,,01,3.0,,,both
905,ML021,,0,118,1298,0,534,661,FULTON,60.0,ML021,ML021,892.0,6.0,21.0,22.0,5.0,,2.0,,,,,01,2.0,,,both
906,ML021,,0,118,1298,0,534,661,FULTON,60.0,ML021,ML021,893.0,6.0,21.0,22.0,5.0,,2.0,,,,,02,2.0,,,both
907,ML022,,0,17,221,0,79,97,FULTON,60.0,ML022,ML022,892.0,6.0,21.0,22.0,5.0,,2.0,,,,,01,2.0,,,both
908,ML022,,0,17,221,0,79,97,FULTON,60.0,ML022,ML022,893.0,6.0,21.0,22.0,5.0,,2.0,,,,,02,2.0,,,both
909,ML023,,0,102,1112,0,499,606,FULTON,60.0,ML023,ML023,894.0,6.0,21.0,47.0,5.0,,2.0,,,,,01,2.0,,,both
910,ML024,,0,3,86,0,47,50,FULTON,60.0,ML024,ML024,895.0,6.0,21.0,47.0,5.0,,2.0,,,,,02,2.0,,,both
