,PRECINCT_N,XCOORD,YCOORD,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct
834,JC19,-84.262354,34.004263,4835652,1.89,1448,121JC19,121JC19,JC19,60,FULTON,121,white,116523,JC19
835,JC13A,-84.247062,34.005427,4835716,2.0,1440,121JC13A,121JC13A,JC13A,60,FULTON,121,white,215884,JC13A
836,PINCKNEYVILLE C,-84.231966,33.965097,4835774,1.44,1679,13522,13522,22,67,GWINNETT,135,white,112593,PINCKNEYVILLE C
837,PINCKNEYVILLE Z,-84.238793,33.993406,4835844,0.87,1782,135125,135125,125,67,GWINNETT,135,white,157519,PINCKNEYVILLE Z
838,PINCKNEYVILLE L,-84.23544,33.984981,4835886,1.27,1719,13562,13562,62,67,GWINNETT,135,white,158449,PINCKNEYVILLE L
839,JC13B,-84.231016,34.008754,4835947,0.3,1441,121JC13B,121JC13B,JC13B,60,FULTON,121,white,215885,JC13B
840,PINCKNEYVILLE M,-84.21761,33.993946,4835980,1.64,1720,13563,13563,63,67,GWINNETT,135,white,174588,PINCKNEYVILLE M
841,PINCKNEYVILLE B,-84.19785,33.894625,4823170,1.59,1678,13521,13521,21,67,GWINNETT,135,hispanic,48705,PINCKNEYVILLE B
842,PINCKNEYVILLE J,-84.207779,33.906958,4823245,1.66,1708,13551,13551,51,67,GWINNETT,135,hispanic,41192,PINCKNEYVILLE J
843,PINCKNEYVILLE V,-84.185983,33.888375,4823305,0.88,1770,135113,135113,113,67,GWINNETT,135,,58325,PINCKNEYVILLE V
844,PINCKNEYVILLE W,-84.210254,33.937335,4823352,2.86,1771,135114,135114,114,67,GWINNETT,135,,68796,PINCKNEYVILLE W
845,PINKCNEYVILLE A,-84.193206,33.93357,4823455,1.43,1677,13520,13520,20,67,GWINNETT,135,hispanic,48121,PINCKNEYVILLE A
846,PINCKNEYVILLE S,-84.183979,33.943882,4823532,1.95,1744,13587,13587,87,67,GWINNETT,135,,73037,PINCKNEYVILLE S
847,EVANSDALE ELEM,-84.243814,33.88018,4800437,0.98,840,089EF,089EF,EF,44,DEKALB,89,white,77401,EVANSDALE ELEM
848,MIDVALE ELEM,-84.229115,33.862513,4800523,1.24,888,089MH,089MH,MH,44,DEKALB,89,white,99403,MIDVALE ELEM
849,TUCKER LIBRARY,-84.216258,33.854494,4800586,2.11,962,089TH,089TH,TH,44,DEKALB,89,white,86583,TUCKER LIBRARY
850,LIVSEY ELEM,-84.224582,33.875863,4800677,0.56,880,089LV,089LV,LV,44,DEKALB,89,white,96227,LIVSEY ELEM
851,DORAVILLE SOUTH (DOR,-84.27671,33.892536,4800733,0.83,830,089DB,089DB,DB,44,DEKALB,89,,50535,DORAVILLE SOUTH
852,JC18A,-84.272023,34.013673,4842527,1.25,1446,121JC18A,121JC18A,JC18A,60,FULTON,121,white,98820,JC18A
853,JC18B,-84.271535,34.02989,4842566,0.07,1447,121JC18B,121JC18B,JC18B,60,FULTON,121,white,117149,JC18B
854,JC17,-84.266284,34.033245,4842586,0.11,1445,121JC17,121JC17,JC17,60,FULTON,121,white,117142,JC17
855,AP01C,-84.265376,34.040528,4842615,1.02,1374,121AP01C,121AP01C,AP01C,60,FULTON,121,white,111815,AP01C
856,JC16,-84.260468,34.028738,4842682,0.73,1444,121JC16,121JC16,JC16,60,FULTON,121,white,117148,JC16
857,AP01A,-84.265349,34.056049,4842734,2.51,1372,121AP01A,121AP01A,AP01A,60,FULTON,121,white,116185,AP01A
858,AP13,-84.253225,34.051989,4842823,0.97,1394,121AP13,121AP13,AP13,60,FULTON,121,white,140031,AP13
859,AP12A,-84.2578,34.068591,4842858,0.43,1390,121AP12A,121AP12A,AP12A,60,FULTON,121,,97284,AP12A
860,JC14,-84.239965,34.025424,4842896,1.07,1442,121JC14,121JC14,JC14,60,FULTON,121,white,215884,JC14
861,AP14,-84.244471,34.042087,4842934,1.04,1395,121AP14,121AP14,AP14,60,FULTON,121,white,118228,AP14
862,JC15,-84.241201,34.03859,4843023,0.36,1443,121JC15,121JC15,JC15,60,FULTON,121,white,127036,JC15
863,JC10,-84.225303,34.052775,4843058,0.99,1437,121JC10,121JC10,JC10,60,FULTON,121,white,111750,JC10
864,ASHFORD DUNWOODY RD,-84.334289,33.886062,4743709,1.5,791,089AG,089AG,AG,44,DEKALB,89,white,138754,ASHFORD DUNWOODY RD
865,ASHFORD PARKSIDE (BH,-84.333885,33.897336,4743771,1.09,792,089AH,089AH,AH,44,DEKALB,89,white,94373,ASHFORD PARKSIDE
866,MONTGOMERY  (BHAVN),-84.333864,33.912354,4743841,1.46,901,089MU,089MU,MU,44,DEKALB,89,white,59718,MONTGOMERY ELEM
867,KITTREDGE ELEM (BHAV,-84.319461,33.906658,4743895,0.95,873,089KG,089KG,KG,44,DEKALB,89,white,64576,KITTREDGE ELEM
868,GEORGETOWN SQ (DUN),-84.33076,33.925049,4743959,1.54,855,089GD,089GD,GD,44,DEKALB,89,white,93518,GEORGETOWN SQUARE
869,DUNWOODY (DUN),-84.338665,33.93393,4744017,0.88,833,089DF,089DF,DF,44,DEKALB,89,,103704,DUNWOODY
870,MOUNT VERNON WEST (D,-84.324463,33.942471,4744072,1.03,899,089MS,089MS,MS,44,DEKALB,89,white,135705,MT. VERNON WEST
871,07F,-84.372674,33.833348,4714689,0.77,1293,12107F,12107F,07F,60,FULTON,121,white,120758,07F
872,07D,-84.371626,33.843678,4714751,0.88,1291,12107D,12107D,07D,60,FULTON,121,white,131764,07D
873,07N,-84.360961,33.827791,4714827,0.23,1297,12107N,12107N,07N,60,FULTON,121,,52523,07N
874,07M,-84.355458,33.840843,4714872,0.47,1296,12107M,12107M,07M,60,FULTON,121,,77244,07M
875,07E,-84.352512,33.834789,4714932,0.54,1292,12107E,12107E,07E,60,FULTON,121,white,126115,07E
876,07A,-84.372887,33.859661,4714981,1.62,1288,12107A,12107A,07A,60,FULTON,121,white,157276,07A
877,07C,-84.355929,33.85447,4715062,0.65,1290,12107C,12107C,07C,60,FULTON,121,white,176043,07C
878,07B,-84.359473,33.870572,4715111,1.73,1289,12107B,12107B,07B,60,FULTON,121,white,199294,07B
879,MILLER GROVE HIGH,-84.137552,33.710534,4884809,0.96,904,089MZ,089MZ,MZ,44,DEKALB,89,black,39873,MILLER GROVE MIDDLE
880,ROCK CHAPEL ROAD,-84.072671,33.73293,4907197,7.93,933,089RL,089RL,RL,44,DEKALB,89,black,55589,ROCK CHAPEL ROAD
881,ROCK CHAPEL ELEM,-84.079439,33.754844,4907383,5.04,927,089RF,089RF,RF,44,DEKALB,89,black,69754,ROCK CHAPEL ELEM
882,ROCKBRIDGE ROAD,-84.078159,33.777473,4907423,1.97,930,089RI,089RI,RI,44,DEKALB,89,black,76356,ROCKBRIDGE ROAD
883,ROCKBRIDGE G,-84.037607,33.773784,4907477,5.22,1779,135122,135122,122,67,GWINNETT,135,black,66881,ROCKBRIDGE G
884,CATES B,-84.068775,33.892026,5010476,1.01,1686,13529,13529,29,67,GWINNETT,135,white,105833,CATES B
885,CATES K,-84.053448,33.905025,5010538,1.34,1736,13579,13579,79,67,GWINNETT,135,white,105832,CATES K
886,MARTINS K,-84.063249,33.916053,5010590,2.37,1796,135139,135139,139,67,GWINNETT,135,,60154,MARTINS K
887,MARTINS H,-84.065501,33.933957,5010640,2.53,1772,135115,135115,115,67,GWINNETT,135,,62549,MARTINS H
888,CATES I,-84.045991,33.885003,5010700,1.67,1725,13568,13568,68,67,GWINNETT,135,white,104667,CATES I
889,CATES M,-84.031347,33.900597,5010776,1.73,1750,13593,13593,93,67,GWINNETT,135,white,115555,CATES M
890,LAWRENCEVILLE J,-84.03956,33.918613,5010842,0.89,1784,135127,135127,127,67,GWINNETT,135,,60407,LAWRENCEVILLE J
891,MARTINS B,-84.048703,33.945623,5010881,1.47,1675,13518,13518,18,67,GWINNETT,135,,59237,MARTINS B
892,CATES J,-84.081568,33.852482,5002283,2.2,1726,13569,13569,69,67,GWINNETT,135,white,103561,CATES J
893,CATES E,-84.069481,33.861392,5002342,2.06,1693,13536,13536,36,67,GWINNETT,135,white,101285,CATES E
894,CATES O,-84.074946,33.881339,5002405,0.88,1764,135107,135107,107,67,GWINNETT,135,white,105700,CATES O
895,CATES D,-84.052127,33.862419,5002457,2.75,1692,13535,13535,35,67,GWINNETT,135,white,95189,CATES D
896,ROCKBRIDGE B,-84.044193,33.835099,5002539,2.01,1701,13544,13544,44,67,GWINNETT,135,black,69315,ROCKBRIDGE B
897,CATES H,-84.025306,33.84276,5002592,2.41,1710,13553,13553,53,67,GWINNETT,135,black,55325,CATES H
898,CATES F,-84.027764,33.862885,5002671,1.2,1703,13546,13546,46,67,GWINNETT,135,white,112113,CATES F
899,CATES G,-84.027018,33.880431,5002721,2.09,1704,13547,13547,47,67,GWINNETT,135,white,112113,CATES G
900,LAWRENCEVILLE L,-84.010162,33.9153,5060326,2.01,1800,135143,135143,143,67,GWINNETT,135,,79124,LAWRENCEVILLE L
901,LAWRENCEVILLE E,-84.010547,33.945939,5060402,1.82,1718,13561,13561,61,67,GWINNETT,135,,53880,LAWRENCEVILLE E
902,LAWRENCEVILLE N,-84.007381,33.933924,5060464,1.21,1810,135153,135153,153,67,GWINNETT,135,,65770,LAWRENCEVILLE N
903,LAWRENCEVILLE B,-83.987772,33.916718,5060536,2.59,1673,13516,13516,16,67,GWINNETT,135,,84147,LAWRENCEVILLE B
904,BAYCREEK K,-83.971527,33.901098,5060594,2.33,1735,13578,13578,78,67,GWINNETT,135,white,80066,BAYCREEK K
905,LAWRENCEVILLE A,-83.981726,33.940228,5060650,2.73,1672,13515,13515,15,67,GWINNETT,135,,54894,LAWRENCEVILLE A
906,MARTINS G,-84.025771,33.953661,5041393,2.37,1767,135110,135110,110,67,GWINNETT,135,,62952,MARTINS G
907,GOODWINS G,-84.028009,33.974058,5041451,0.84,1781,135124,135124,124,67,GWINNETT,135,,70959,GOODWINS G
908,GOODWINS I,-84.048988,33.980741,5041507,0.83,1806,135149,135149,149,67,GWINNETT,135,white,93855,GOODWINS I
909,GOODWINS A,-84.037325,33.986155,5041556,1.51,1663,1356,1356,6,67,GWINNETT,135,white,82916,GOODWINS A
910,GOODWINS H,-84.041445,34.013866,5041625,1.18,1785,135128,135128,128,67,GWINNETT,135,white,72928,GOODWINS H
911,GOODWINS D,-84.023554,33.99821,5041693,1.94,1740,13583,13583,83,67,GWINNETT,135,white,83704,GOODWINS D
912,SUWANEE C,-84.07353,34.02765,5041762,5.7,1763,135106,135106,106,67,GWINNETT,135,,104351,SUWANEE C
913,SUGAR HILL F,-84.056475,34.094975,5184155,2.74,1762,135105,135105,105,67,GWINNETT,135,white,111801,SUGAR HILL F
