,Unnamed: 0,Unnamed: 0.1,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct,county,dem_votes,precinct,rep_votes,total,rep_p,dem_p,_merge
557,553.0,553.0,5024274.0,5.56,1752.0,13595,13595,95,DULUTH F,67.0,GWINNETT,135.0,,80415.0,DULUTH F,GWINNETT,71.0,DULUTH F,104.0,292.0,0.356164383562,0.243150684932,both
558,554.0,554.0,5024380.0,3.52,1795.0,135138,135138,138,DULUTH I,67.0,GWINNETT,135.0,,104633.0,DULUTH I,GWINNETT,165.0,DULUTH I,315.0,895.0,0.351955307263,0.184357541899,both
559,555.0,555.0,5024448.0,4.76,1426.0,121JC01,121JC01,JC01,JC01,60.0,FULTON,121.0,,145436.0,JC01,FULTON,173.0,JC01,212.0,837.0,0.253285543608,0.206690561529,both
560,556.0,556.0,5024510.0,3.0,1664.0,1357,1357,7,DULUTH A,67.0,GWINNETT,135.0,white,98014.0,DULUTH A,GWINNETT,196.0,DULUTH A,264.0,915.0,0.288524590164,0.214207650273,both
561,557.0,557.0,4683409.0,0.69,894.0,089MN,089MN,MN,MEMORIAL SOUTH,44.0,DEKALB,89.0,black,41417.0,MEMORIAL SOUTH,DEKALB,12.0,MEMORIAL SOUTH,18.0,58.0,0.310344827586,0.206896551724,both
563,559.0,559.0,4683534.0,1.37,965.0,089WB,089WB,WB,WESLEY CHAPEL LIBRAR,44.0,DEKALB,89.0,black,56502.0,WESLEY CHAPEL LIBRAR,DEKALB,10.0,WESLEY CHAPEL LIBRAR,11.0,51.0,0.21568627451,0.196078431373,both
564,560.0,560.0,4683587.0,1.3,954.0,089SS,089SS,SS,SNAPFINGER ROAD S,44.0,DEKALB,89.0,black,60566.0,SNAPFINGER ROAD SOUT,DEKALB,6.0,SNAPFINGER ROAD SOUT,10.0,36.0,0.277777777778,0.166666666667,both
565,561.0,561.0,4683656.0,1.27,886.0,089MF,089MF,MF,MCWILLIAMS,44.0,DEKALB,89.0,black,65251.0,MCWILLIAMS,DEKALB,5.0,MCWILLIAMS,7.0,20.0,0.35,0.25,both
567,563.0,563.0,4683741.0,1.96,805.0,089BM,089BM,BM,BETHUNE MIDDLE,44.0,DEKALB,89.0,black,53747.0,BETHUNE MIDDLE,DEKALB,11.0,BETHUNE MIDDLE,8.0,53.0,0.150943396226,0.207547169811,both
568,564.0,564.0,4897053.0,5.86,939.0,089SD,089SD,SD,STONE MOUNTAIN ELEM,44.0,DEKALB,89.0,black,71286.0,STONE MOUNTAIN ELEM,DEKALB,52.0,STONE MOUNTAIN ELEM,76.0,292.0,0.260273972603,0.178082191781,both
569,565.0,565.0,4897167.0,2.38,973.0,089WN,089WN,WN,WYNBROOKE ELEM,44.0,DEKALB,89.0,black,73882.0,WYNBROOKE ELEM,DEKALB,13.0,WYNBROOKE ELEM,30.0,91.0,0.32967032967,0.142857142857,both
570,566.0,566.0,4897210.0,1.98,955.0,089ST,089ST,ST,STEPHENSON MIDDLE,44.0,DEKALB,89.0,black,77019.0,STEPHENSON MIDDLE,DEKALB,18.0,STEPHENSON MIDDLE,34.0,91.0,0.373626373626,0.197802197802,both
571,567.0,567.0,4897257.0,1.16,950.0,089SO,089SO,SO,SOUTH DESHON,44.0,DEKALB,89.0,black,76661.0,SOUTH DESHON,DEKALB,9.0,SOUTH DESHON,12.0,37.0,0.324324324324,0.243243243243,both
572,568.0,568.0,4897294.0,3.52,1721.0,13564,13564,64,GARNERS D,67.0,GWINNETT,135.0,black,68808.0,GARNERS D,GWINNETT,117.0,GARNERS D,114.0,390.0,0.292307692308,0.3,both
573,569.0,569.0,4677935.0,0.4,963.0,089VB,089VB,VB,VALLEY BROOK,44.0,DEKALB,89.0,,47316.0,VALLEY BROOK,DEKALB,25.0,VALLEY BROOK,35.0,131.0,0.267175572519,0.190839694656,both
574,570.0,570.0,4677979.0,1.8,938.0,089SC,089SC,SC,SHAW-ROBERT SHAW ELE,44.0,DEKALB,89.0,black,53268.0,SHAW-ROBERT SHAW ELE,DEKALB,35.0,SHAW-ROBERT SHAW ELE,64.0,192.0,0.333333333333,0.182291666667,both
575,571.0,571.0,4678058.0,0.34,826.0,089CT,089CT,CT,COVINGTON HWY,44.0,DEKALB,89.0,black,27600.0,COVINGTON HWY LIBRAR,DEKALB,3.0,COVINGTON HWY LIBRAR,5.0,10.0,0.5,0.3,both
576,572.0,572.0,4678088.0,1.71,928.0,089RG,089RG,RG,ROWLAND ELEM,44.0,DEKALB,89.0,black,35326.0,ROWLAND ELEM,DEKALB,12.0,ROWLAND ELEM,23.0,53.0,0.433962264151,0.22641509434,both
577,573.0,573.0,4678163.0,1.04,832.0,089DE,089DE,DE,DUNAIRE ELEM,44.0,DEKALB,89.0,black,58731.0,DUNAIRE ELEM,DEKALB,21.0,DUNAIRE ELEM,26.0,85.0,0.305882352941,0.247058823529,both
578,574.0,574.0,4678212.0,1.09,786.0,089AA,089AA,AA,ALLGOOD ELEM,44.0,DEKALB,89.0,black,63471.0,ALLGOOD ELEM,DEKALB,30.0,ALLGOOD ELEM,35.0,121.0,0.289256198347,0.247933884298,both
579,575.0,575.0,4678268.0,0.92,865.0,089IB,089IB,IB,INDIAN CREEK ELEM,44.0,DEKALB,89.0,black,37167.0,INDIAN CREEK ELEM,DEKALB,20.0,INDIAN CREEK ELEM,21.0,94.0,0.223404255319,0.212765957447,both
580,576.0,576.0,4678332.0,1.08,817.0,089CK,089CK,CK,CLARKSTON (CLA),44.0,DEKALB,89.0,black,37306.0,CLARKSTON,DEKALB,30.0,CLARKSTON,40.0,164.0,0.243902439024,0.182926829268,both
581,577.0,577.0,5054602.0,2.18,1667.0,13510,13510,10,CATES A,67.0,GWINNETT,135.0,white,93438.0,CATES A,GWINNETT,184.0,CATES A,249.0,620.0,0.401612903226,0.296774193548,both
582,578.0,578.0,5054671.0,2.62,1738.0,13581,13581,81,CATES L,67.0,GWINNETT,135.0,,70051.0,CATES L,GWINNETT,244.0,CATES L,255.0,781.0,0.326504481434,0.312419974392,both
583,579.0,579.0,5054739.0,3.19,1813.0,135156,135156,156,BAYCREEK J,67.0,GWINNETT,135.0,,80793.0,BAYCREEK J,GWINNETT,191.0,BAYCREEK J,216.0,692.0,0.312138728324,0.276011560694,both
584,580.0,580.0,5054799.0,5.78,1698.0,13541,13541,41,BAYCREEK B,67.0,GWINNETT,135.0,,78720.0,BAYCREEK B,GWINNETT,221.0,BAYCREEK B,264.0,708.0,0.372881355932,0.312146892655,both
585,581.0,581.0,5054869.0,2.91,1791.0,135134,135134,134,BAYCREEK F,67.0,GWINNETT,135.0,white,76728.0,BAYCREEK F,GWINNETT,174.0,BAYCREEK F,232.0,677.0,0.342688330871,0.257016248154,both
586,582.0,582.0,5054950.0,1.75,1751.0,13594,13594,94,CATES N,67.0,GWINNETT,135.0,white,101025.0,CATES N,GWINNETT,207.0,CATES N,289.0,838.0,0.344868735084,0.247016706444,both
587,583.0,583.0,5055013.0,1.65,1662.0,1355,1355,5,BAYCREEK A,67.0,GWINNETT,135.0,white,89086.0,BAYCREEK A,GWINNETT,201.0,BAYCREEK A,216.0,766.0,0.281984334204,0.262402088773,both
588,584.0,584.0,4995527.0,1.51,1743.0,13586,13586,86,MARTINS F,67.0,GWINNETT,135.0,,48606.0,MARTINS F,GWINNETT,51.0,MARTINS F,76.0,192.0,0.395833333333,0.265625,both
589,585.0,585.0,4995571.0,1.55,1691.0,13534,13534,34,BERKSHIRE F,67.0,GWINNETT,135.0,,58238.0,BERKSHIRE F,GWINNETT,70.0,BERKSHIRE F,102.0,257.0,0.396887159533,0.272373540856,both
590,586.0,586.0,4995638.0,1.8,1776.0,135119,135119,119,BERKSHIRE O,67.0,GWINNETT,135.0,white,82742.0,BERKSHIRE O,GWINNETT,182.0,BERKSHIRE O,216.0,760.0,0.284210526316,0.239473684211,both
591,587.0,587.0,4995707.0,1.85,1676.0,13519,13519,19,MARTINS C,67.0,GWINNETT,135.0,,59659.0,MARTINS C,GWINNETT,85.0,MARTINS C,159.0,437.0,0.363844393593,0.194508009153,both
592,588.0,588.0,4995759.0,1.14,1700.0,13543,13543,43,MARTINS D,67.0,GWINNETT,135.0,,52116.0,MARTINS D,GWINNETT,15.0,MARTINS D,38.0,93.0,0.408602150538,0.161290322581,both
593,589.0,589.0,4995799.0,1.78,1773.0,135116,135116,116,MARTINS I,67.0,GWINNETT,135.0,,62145.0,MARTINS I,GWINNETT,56.0,MARTINS I,106.0,275.0,0.385454545455,0.203636363636,both
594,590.0,590.0,4995851.0,1.38,1774.0,135117,135117,117,MARTINS J,67.0,GWINNETT,135.0,,47118.0,MARTINS J,GWINNETT,60.0,MARTINS J,61.0,220.0,0.277272727273,0.272727272727,both
595,591.0,591.0,4995902.0,2.01,1745.0,13588,13588,88,ROCKBRIDGE E,67.0,GWINNETT,135.0,black,56859.0,ROCKBRIDGE E,GWINNETT,106.0,ROCKBRIDGE E,153.0,399.0,0.383458646617,0.265664160401,both
596,592.0,592.0,4726963.0,1.85,1556.0,121SS12,121SS12,SS12,SS12,60.0,FULTON,121.0,white,124374.0,SS12,FULTON,74.0,SS12,123.0,659.0,0.186646433991,0.112291350531,both
597,593.0,593.0,4727036.0,0.33,1545.0,121SS07C,121SS07C,SS07C,SS07C,60.0,FULTON,121.0,white,108524.0,SS07C,FULTON,19.0,SS07C,40.0,147.0,0.272108843537,0.12925170068,both
598,594.0,594.0,4727078.0,0.29,1544.0,121SS07B,121SS07B,SS07B,SS07B,60.0,FULTON,121.0,white,108524.0,SS07B,FULTON,16.0,SS07B,23.0,97.0,0.237113402062,0.164948453608,both
599,595.0,595.0,4727115.0,0.62,1543.0,121SS07A,121SS07A,SS07A,SS07A,60.0,FULTON,121.0,white,84328.0,SS07A,FULTON,35.0,SS07A,61.0,286.0,0.213286713287,0.122377622378,both
600,596.0,596.0,4727143.0,0.25,1547.0,121SS08B,121SS08B,SS08B,SS08B,60.0,FULTON,121.0,white,108524.0,SS08B,FULTON,31.0,SS08B,37.0,180.0,0.205555555556,0.172222222222,both
601,597.0,597.0,4727163.0,0.26,1538.0,121SS02B,121SS02B,SS02B,SS02B,60.0,FULTON,121.0,white,90477.0,SS02B,FULTON,20.0,SS02B,37.0,156.0,0.237179487179,0.128205128205,both
602,598.0,598.0,4727200.0,0.19,1548.0,121SS08C,121SS08C,SS08C,SS08C,60.0,FULTON,121.0,white,84329.0,SS08C,FULTON,10.0,SS08C,27.0,83.0,0.325301204819,0.120481927711,both
603,599.0,599.0,4727222.0,1.07,1540.0,121SS04,121SS04,SS04,SS04,60.0,FULTON,121.0,,74517.0,SS04,FULTON,65.0,SS04,131.0,452.0,0.28982300885,0.143805309735,both
604,600.0,600.0,4727266.0,0.53,1546.0,121SS08A,121SS08A,SS08A,SS08A,60.0,FULTON,121.0,white,108525.0,SS08A,FULTON,26.0,SS08A,67.0,178.0,0.376404494382,0.14606741573,both
605,601.0,601.0,4727313.0,0.64,1549.0,121SS08D,121SS08D,SS08D,SS08D,60.0,FULTON,121.0,white,108525.0,SS08D,FULTON,18.0,SS08D,50.0,160.0,0.3125,0.1125,both
606,602.0,602.0,4727353.0,1.01,1572.0,121SS29A,121SS29A,SS29A,SS29A,60.0,FULTON,121.0,,103129.0,SS29A,FULTON,91.0,SS29A,124.0,524.0,0.236641221374,0.173664122137,both
607,603.0,603.0,4727400.0,0.79,876.0,089LC,089LC,LC,LAVISTA,44.0,DEKALB,89.0,,91469.0,LAVISTA,DEKALB,49.0,LAVISTA,76.0,407.0,0.186732186732,0.120393120393,both
608,604.0,604.0,4606138.0,0.9,1281.0,12106J,12106J,06J,06J,60.0,FULTON,121.0,,45081.0,06J,FULTON,29.0,06J,60.0,367.0,0.16348773842,0.0790190735695,both
609,605.0,605.0,4606213.0,0.48,1276.0,12106E,12106E,06E,06E,60.0,FULTON,121.0,white,72178.0,06E,FULTON,27.0,06E,50.0,228.0,0.219298245614,0.118421052632,both
610,606.0,606.0,4606254.0,0.22,1285.0,12106Q,12106Q,06Q,06Q,60.0,FULTON,121.0,white,74875.0,06Q,FULTON,2.0,06Q,4.0,12.0,0.333333333333,0.166666666667,both
611,607.0,607.0,4606291.0,0.92,1287.0,12106S,12106S,06S,06S,60.0,FULTON,121.0,white,59200.0,06S,FULTON,34.0,06S,84.0,479.0,0.175365344468,0.0709812108559,both
612,608.0,608.0,4606367.0,0.35,1279.0,12106H,12106H,06H,06H,60.0,FULTON,121.0,white,59582.0,06H,FULTON,24.0,06H,69.0,323.0,0.213622291022,0.0743034055728,both
613,609.0,609.0,4606414.0,1.23,1275.0,12106D,12106D,06D,06D,60.0,FULTON,121.0,white,71373.0,06D,FULTON,38.0,06D,68.0,301.0,0.225913621262,0.126245847176,both
614,610.0,610.0,4606485.0,2.58,882.0,089MB,089MB,MB,MCNAIR HIGH,44.0,DEKALB,89.0,black,66331.0,MCNAIR HIGH,DEKALB,12.0,MCNAIR HIGH,33.0,113.0,0.29203539823,0.106194690265,both
615,611.0,611.0,4890864.0,0.99,879.0,089LH,089LH,LH,LITHONIA HIGH,44.0,DEKALB,89.0,black,55563.0,LITHONIA HIGH,DEKALB,6.0,LITHONIA HIGH,5.0,20.0,0.25,0.3,both
616,612.0,612.0,4890917.0,2.06,929.0,089RH,089RH,RH,REDAN-TROTTI LIBRARY,44.0,DEKALB,89.0,black,49647.0,REDAN-TROTTI LIBRARY,DEKALB,9.0,REDAN-TROTTI LIBRARY,12.0,41.0,0.292682926829,0.219512195122,both
617,613.0,613.0,4890970.0,6.7,966.0,089WD,089WD,WD,WOODROW ROAD,44.0,DEKALB,89.0,black,56197.0,WOODROW ROAD,DEKALB,22.0,WOODROW ROAD,38.0,104.0,0.365384615385,0.211538461538,both
618,614.0,614.0,4891022.0,0.9,877.0,089LD,089LD,LD,LITHONIA (LIT),44.0,DEKALB,89.0,black,48247.0,LITHONIA,DEKALB,12.0,LITHONIA,13.0,36.0,0.361111111111,0.333333333333,both
619,615.0,615.0,4891088.0,2.9,947.0,089SL,089SL,SL,STONEVIEW ELEM,44.0,DEKALB,89.0,black,43697.0,STONEVIEW ELEM,DEKALB,6.0,STONEVIEW ELEM,4.0,21.0,0.190476190476,0.285714285714,both
620,616.0,616.0,4891184.0,1.92,915.0,089PC,089PC,PC,PRINCETON ELEM,44.0,DEKALB,89.0,black,72649.0,PRINCETON ELEM,DEKALB,18.0,PRINCETON ELEM,6.0,40.0,0.15,0.45,both
621,617.0,617.0,4891226.0,1.41,924.0,089RC,089RC,RC,REDAN ELEM,44.0,DEKALB,89.0,black,72655.0,REDAN ELEM,DEKALB,4.0,REDAN ELEM,9.0,24.0,0.375,0.166666666667,both
622,618.0,618.0,4891275.0,1.68,957.0,089SV,089SV,SV,STEPHENSON HIGH,44.0,DEKALB,89.0,black,72877.0,STEPHENSON HIGH,DEKALB,12.0,STEPHENSON HIGH,26.0,64.0,0.40625,0.1875,both
623,619.0,619.0,4597308.0,0.66,1309.0,12108L,12108L,08L,08L,60.0,FULTON,121.0,white,87289.0,08L,FULTON,48.0,08L,121.0,517.0,0.234042553191,0.0928433268859,both
624,620.0,620.0,4597358.0,0.06,1232.0,12102W,12102W,02W,02W,60.0,FULTON,121.0,white,87766.0,02W,FULTON,6.0,02W,9.0,29.0,0.310344827586,0.206896551724,both
625,621.0,621.0,4597386.0,0.43,1238.0,12103F,12103F,03F,03F,60.0,FULTON,121.0,white,86784.0,03F,FULTON,11.0,03F,24.0,120.0,0.2,0.0916666666667,both
626,622.0,622.0,4597453.0,0.16,1219.0,12102A,12102A,02A,02A,60.0,FULTON,121.0,white,46303.0,02A,FULTON,27.0,02A,98.0,363.0,0.269972451791,0.0743801652893,both
627,623.0,623.0,4597491.0,0.32,1286.0,12106R,12106R,06R,06R,60.0,FULTON,121.0,hispanic,37734.0,06R,FULTON,9.0,06R,42.0,205.0,0.20487804878,0.0439024390244,both
628,624.0,624.0,4597545.0,0.54,1284.0,12106N,12106N,06N,06N,60.0,FULTON,121.0,white,109896.0,06N,FULTON,29.0,06N,64.0,317.0,0.201892744479,0.0914826498423,both
629,625.0,625.0,4597585.0,0.51,1283.0,12106L2,12106L2,06L2,06L2,60.0,FULTON,121.0,white,87766.0,06L2,FULTON,7.0,06L2,25.0,129.0,0.193798449612,0.0542635658915,both
630,626.0,626.0,4597635.0,0.16,1231.0,12102S,12102S,02S,02S,60.0,FULTON,121.0,,57249.0,02S,FULTON,2.0,02S,5.0,16.0,0.3125,0.125,both
631,627.0,627.0,4597696.0,0.06,1272.0,12105J,12105J,05J,05J,60.0,FULTON,121.0,black,42941.0,05J,FULTON,2.0,05J,11.0,43.0,0.255813953488,0.046511627907,both
633,629.0,629.0,4592277.0,0.48,1220.0,12102B,12102B,02B,02B,60.0,FULTON,121.0,,57686.0,02B,FULTON,12.0,02B,24.0,110.0,0.218181818182,0.109090909091,both
634,630.0,630.0,4592355.0,0.03,1269.0,12105C,12105C,05C,05C,60.0,FULTON,121.0,black,34376.0,05C,FULTON,0.0,05C,1.0,3.0,0.333333333333,0.0,both
635,631.0,631.0,4592382.0,0.28,1273.0,12105K,12105K,05K,05K,60.0,FULTON,121.0,black,30532.0,05K,FULTON,7.0,05K,12.0,47.0,0.255319148936,0.148936170213,both
636,632.0,632.0,4592445.0,0.07,1270.0,12105D,12105D,05D,05D,60.0,FULTON,121.0,,52260.0,05D,FULTON,0.0,05D,5.0,6.0,0.833333333333,0.0,both
637,633.0,633.0,4592483.0,0.05,1271.0,12105F,12105F,05F,05F,60.0,FULTON,121.0,white,29512.0,05F,FULTON,0.0,05F,0.0,0.0,0.0,0.0,both
638,634.0,634.0,4592512.0,0.19,1230.0,12102L2,12102L2,02L2,02L2,60.0,FULTON,121.0,white,100864.0,02L2,FULTON,12.0,02L2,22.0,127.0,0.173228346457,0.0944881889764,both
639,635.0,635.0,4592556.0,0.16,1221.0,12102C,12102C,02C,02C,60.0,FULTON,121.0,white,29512.0,02C,FULTON,6.0,02C,19.0,75.0,0.253333333333,0.08,both
640,636.0,636.0,4592598.0,0.27,1229.0,12102L1,12102L1,02L1,02L1,60.0,FULTON,121.0,hispanic,45188.0,02L1,FULTON,37.0,02L1,91.0,414.0,0.219806763285,0.0893719806763,both
641,637.0,637.0,4592656.0,0.13,1228.0,12102K,12102K,02K,02K,60.0,FULTON,121.0,,42950.0,02K,FULTON,18.0,02K,25.0,126.0,0.198412698413,0.142857142857,both
642,638.0,638.0,4592696.0,0.44,1313.0,12108P,12108P,08P,08P,60.0,FULTON,121.0,white,67895.0,08P,FULTON,24.0,08P,21.0,140.0,0.15,0.171428571429,both
643,639.0,639.0,4592741.0,0.38,1308.0,12108K,12108K,08K,08K,60.0,FULTON,121.0,white,138803.0,08K,FULTON,21.0,08K,36.0,239.0,0.150627615063,0.0878661087866,both
644,640.0,640.0,4690405.0,0.93,822.0,089CP,089CP,CP,CROSSROADS,44.0,DEKALB,89.0,black,57954.0,CROSSROADS,DEKALB,7.0,CROSSROADS,9.0,51.0,0.176470588235,0.137254901961,both
645,641.0,641.0,4690467.0,1.32,843.0,089FA,089FA,FA,FAIRINGTON ELEM,44.0,DEKALB,89.0,black,48858.0,FAIRINGTON ELEM,DEKALB,8.0,FAIRINGTON ELEM,10.0,25.0,0.4,0.32,both
646,642.0,642.0,4690508.0,1.4,922.0,089PR,089PR,PR,PANOLA ROAD,44.0,DEKALB,89.0,black,39873.0,PANOLA ROAD,DEKALB,3.0,PANOLA ROAD,4.0,23.0,0.173913043478,0.130434782609,both
647,643.0,643.0,4690550.0,0.86,920.0,089PI,089PI,PI,PANOLA WAY ELEM,44.0,DEKALB,89.0,black,65558.0,PANOLA WAY ELEM,DEKALB,6.0,PANOLA WAY ELEM,5.0,21.0,0.238095238095,0.285714285714,both
648,644.0,644.0,4690597.0,0.88,974.0,089YA,089YA,YA,YOUNG ROAD,44.0,DEKALB,89.0,black,65615.0,YOUNG ROAD,DEKALB,3.0,YOUNG ROAD,12.0,33.0,0.363636363636,0.0909090909091,both
649,645.0,645.0,4690649.0,0.85,934.0,089RM,089RM,RM,REDAN MIDDLE,44.0,DEKALB,89.0,black,50272.0,REDAN MIDDLE,DEKALB,19.0,REDAN MIDDLE,15.0,52.0,0.288461538462,0.365384615385,both
650,646.0,646.0,4690721.0,1.08,883.0,089MC,089MC,MC,MARBUT ELEM,44.0,DEKALB,89.0,black,55545.0,MARBUT ELEM,DEKALB,0.0,MARBUT ELEM,10.0,21.0,0.47619047619,0.0,both
651,647.0,647.0,4690767.0,1.11,932.0,089RK,089RK,RK,REDAN ROAD,44.0,DEKALB,89.0,black,55080.0,REDAN ROAD,DEKALB,10.0,REDAN ROAD,13.0,36.0,0.361111111111,0.277777777778,both
652,648.0,648.0,4690820.0,1.29,968.0,089WG,089WG,WG,WOODRIDGE ELEM,44.0,DEKALB,89.0,black,51184.0,WOODRIDGE ELEM,DEKALB,18.0,WOODRIDGE ELEM,22.0,62.0,0.354838709677,0.290322580645,both
653,649.0,649.0,4690872.0,1.17,931.0,089RJ,089RJ,RJ,ROWLAND ROAD,44.0,DEKALB,89.0,black,63090.0,ROWLAND ROAD,DEKALB,22.0,ROWLAND ROAD,28.0,84.0,0.333333333333,0.261904761905,both
654,650.0,650.0,4696274.0,0.78,971.0,089WK,089WK,WK,WHITE OAK,44.0,DEKALB,89.0,black,47216.0,WHITE OAK,DEKALB,6.0,WHITE OAK,6.0,23.0,0.260869565217,0.260869565217,both
655,651.0,651.0,4696314.0,1.46,851.0,089FM,089FM,FM,FREEDOM MIDDLE,44.0,DEKALB,89.0,black,56095.0,FREEDOM MIDDLE,DEKALB,26.0,FREEDOM MIDDLE,46.0,110.0,0.418181818182,0.236363636364,both
656,652.0,652.0,4696390.0,0.26,916.0,089PE,089PE,PE,PINE LAKE (PIN),44.0,DEKALB,89.0,black,42070.0,PINE LAKE,DEKALB,6.0,PINE LAKE,21.0,48.0,0.4375,0.125,both
657,653.0,653.0,4696424.0,1.35,857.0,089HA,089HA,HA,HAMBRICK ELEM,44.0,DEKALB,89.0,black,50233.0,HAMBRICK ELEM,DEKALB,30.0,HAMBRICK ELEM,36.0,124.0,0.290322580645,0.241935483871,both
658,654.0,654.0,4696487.0,1.32,926.0,089RE,089RE,RE,ROCKBRIDGE ELEM,44.0,DEKALB,89.0,black,41197.0,ROCKBRIDGE ELEM,DEKALB,26.0,ROCKBRIDGE ELEM,30.0,89.0,0.337078651685,0.292134831461,both
659,655.0,655.0,4696569.0,1.03,945.0,089SJ,089SJ,SJ,STONE MILL ELEM,44.0,DEKALB,89.0,black,36927.0,STONE MILL ELEM,DEKALB,7.0,STONE MILL ELEM,20.0,46.0,0.434782608696,0.152173913043,both
660,656.0,656.0,4696648.0,1.08,881.0,089MA,089MA,MA,MILLER-ELDRIDGE L MI,44.0,DEKALB,89.0,black,61031.0,MILLER-ELDRIDGE L. M,DEKALB,12.0,MILLER-ELDRIDGE L. M,25.0,68.0,0.367647058824,0.176470588235,both
661,657.0,657.0,4987496.0,2.92,1702.0,13545,13545,45,GARNERS B,67.0,GWINNETT,135.0,black,73877.0,GARNERS B,GWINNETT,147.0,GARNERS B,157.0,542.0,0.289667896679,0.271217712177,both
662,658.0,658.0,4987574.0,1.32,1689.0,13532,13532,32,BERKSHIRE D,67.0,GWINNETT,135.0,white,97661.0,BERKSHIRE D,GWINNETT,192.0,BERKSHIRE D,194.0,746.0,0.260053619303,0.257372654155,both
663,659.0,659.0,4987634.0,2.04,1668.0,13511,13511,11,BERKSHIRE A,67.0,GWINNETT,135.0,,48747.0,BERKSHIRE A,GWINNETT,75.0,BERKSHIRE A,83.0,252.0,0.329365079365,0.297619047619,both
664,660.0,660.0,4987692.0,1.5,1777.0,135120,135120,120,BERKSHIRE P,67.0,GWINNETT,135.0,,60881.0,BERKSHIRE P,GWINNETT,62.0,BERKSHIRE P,80.0,209.0,0.382775119617,0.296650717703,both
665,661.0,661.0,4987743.0,1.75,1766.0,135109,135109,109,BERKSHIRE M,67.0,GWINNETT,135.0,white,98089.0,BERKSHIRE M,GWINNETT,139.0,BERKSHIRE M,148.0,489.0,0.302658486708,0.284253578732,both
666,662.0,662.0,4987808.0,1.43,1731.0,13574,13574,74,PINCKNEYVILLE Q,67.0,GWINNETT,135.0,,45760.0,PINCKNEYVILLE Q,GWINNETT,14.0,PINCKNEYVILLE Q,30.0,80.0,0.375,0.175,both
667,663.0,663.0,4987842.0,1.52,1760.0,135103,135103,103,BERKSHIRE L,67.0,GWINNETT,135.0,,51231.0,BERKSHIRE L,GWINNETT,76.0,BERKSHIRE L,91.0,271.0,0.335793357934,0.280442804428,both
668,664.0,664.0,4980233.0,1.18,1775.0,135118,135118,118,GARNERS F,67.0,GWINNETT,135.0,white,82412.0,GARNERS F,GWINNETT,116.0,GARNERS F,119.0,402.0,0.296019900498,0.28855721393,both
